"id","plaatsnaam_in_bron","plaatsnaam","eerste_jaar_min","eerste_jaar_max","laatste_jaar_min","laatste_jaar_max","aantal","tgn_uri","gn_uri","land","lat","lon"
"752","Cromvoirt","Cromvoirt","1506","1507","1556","1557","8","http://vocab.getty.edu/tgn/7262970","http://www.geonames.org/2757879","Netherlands","51.660833","5.231944"
"753","Cromvort","Cromvoirt","1506","1507","1506","1507","2","http://vocab.getty.edu/tgn/7262970","http://www.geonames.org/2757879","Netherlands","51.660833","5.231944"
"754","Cronenborch","Kronenburg","1479","1480","1479","1480","2",,,,"0","0"
"755","Cruningen","Kruiningen","1491","1492","1491","1492","1","http://vocab.getty.edu/tgn/1047896","http://www.geonames.org/2752213","Netherlands","51.449167","4.034722"
"756","Cuelborch","Culemborg","1521","1522","1521","1522","1","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"757","Cuelen","Keulen","1496","1497","1549","1550","21",,"http://www.geonames.org/2886242","Germany","50.93333","6.95"
"759","Cuick","Cuijk","1505","1506","1505","1506","1",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"760","Cuijck","Cuijk","1569","1570","1569","1570","2",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"761","Cuijck by den Grave","Cuijk","1539","1540","1539","1540","1",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"762","Cuijck, Nuwewijck","Nieuwkuijk","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7267594","http://www.geonames.org/2750180","Netherlands","51.69","5.181944"
"763","Culemborch","Culemborg","1493","1494","1524","1525","21","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"764","Culenborch","Culemborg","1452","1453","1570","1571","309","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"766","Culenborch onder Hollant","Culemborg","1526","1527","1526","1527","3","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"769","Culenborch?","Culemborg","1570","1571","1570","1571","3","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"770","Culenburch","Culemborg","1538","1539","1550","1551","3","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"771","Curtraco","Kortrijk","1466","1467","1466","1467","1","http://vocab.getty.edu/tgn/7264189","http://www.geonames.org/2752393","Netherlands","52.156667","4.984722"
"772","Cuuylleborch","Culemborg","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"773","Cuyck","Cuijk","1457","1458","1536","1537","19",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"774","Cuyck by Grave","Cuijk","1505","1506","1505","1506","2",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"775","Cuyck byden Grave","Cuijk","1480","1481","1480","1481","1",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"776","Cuycke","Cuijk","1483","1484","1483","1484","1",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"777","Cuyk","Cuijk","1450","1451","1450","1451","1",,"http://www.geonames.org/2757874","Netherlands","51.730833","5.879167"
"778","Cuylenborch","Culemborg","1494","1495","1540","1541","38","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"779","Cuylenborch onder Hollant","Culemborg","1526","1527","1526","1527","4","http://vocab.getty.edu/tgn/7006872","http://www.geonames.org/2757872","Netherlands","51.955","5.227778"
"781","Dalenbrock","Dalenbroek","1523","1524","1523","1524","1",,,,"0","0"
"782","Danswick","Danzig","1495","1496","1495","1496","1",,"http://www.geonames.org/3099434","Poland","54.35205","18.64637"
"783","Danswyc","Danzig","1490","1491","1490","1491","1",,"http://www.geonames.org/3099434","Poland","54.35205","18.64637"
"784","Daventria","Deventer","1486","1487","1486","1487","1","http://vocab.getty.edu/tgn/7006940","http://www.geonames.org/2756987","Netherlands","52.255","6.163889"
"785","de Campis","Kampen","1456","1457","1456","1457","1","http://vocab.getty.edu/tgn/7006948",,,"52.55","5.916667"
"786","de Dungen","Den Dungen","1486","1487","1486","1487","1","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"787","de Haghe","Den Haag of Princenhage","1508","1509","1508","1509","2",,,,"0","0"
"788","de Monte","Geertruidenberg","1481","1482","1481","1482","2","http://vocab.getty.edu/tgn/7261873","http://www.geonames.org/2755669","Netherlands","51.701667","4.856944"
"789","de Nederwetten","Nederwetten","1501","1502","1501","1502","1","http://vocab.getty.edu/tgn/7270265","http://www.geonames.org/2750464","Netherlands","51.491667","5.523611"
"790","de Oesterwyck","Oisterwijk","1502","1503","1502","1503","1","http://vocab.getty.edu/tgn/7006832","http://www.geonames.org/2749680","Netherlands","51.579167","5.188889"
"791","de partibus Frysie","Friesland","1460","1461","1460","1461","1",,"http://www.geonames.org/6544699","Netherlands","51.9425","6.176389"
"792","de Stiphout","Stiphout","1501","1502","1501","1502","1",,"http://www.geonames.org/2746695","Netherlands","51.48625","5.61798"
"793","Deelft","Delft","1489","1490","1535","1536","15","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"795","Deenmerken","Denemarken","1515","1516","1515","1516","1","http://vocab.getty.edu/tgn/7261127","http://www.geonames.org/2757229","Netherlands","53.229167","6.784722"
"796","Delf","Delft","1494","1495","1560","1561","17","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"797","Delff","Delft","1493","1494","1500","1501","27","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"798","Delfft","Delft","1500","1501","1500","1501","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"799","Delfgauw","Delfgauw","1550","1551","1550","1551","1","http://vocab.getty.edu/tgn/7260558","http://www.geonames.org/2757349","Netherlands","52.0075","4.395833"
"800","Delfhaven","Delfshaven","1519","1520","1519","1520","1",,"http://www.geonames.org/2757347","Netherlands","51.90488","4.45315"
"801","Delfs Have","Delfshaven","1526","1527","1526","1527","1",,"http://www.geonames.org/2757347","Netherlands","51.90488","4.45315"
"802","Delfschehaven","Delfshaven","1512","1513","1522","1523","6",,"http://www.geonames.org/2757347","Netherlands","51.90488","4.45315"
"803","Delfsgau","Delfgauw","1533","1534","1533","1534","1","http://vocab.getty.edu/tgn/7260558","http://www.geonames.org/2757349","Netherlands","52.0075","4.395833"
"804","Delfshaven","Delfshaven","1527","1528","1527","1528","1",,"http://www.geonames.org/2757347","Netherlands","51.90488","4.45315"
"805","Delft",,"1495","1496","1495","1496","2",,,,"0","0"
"806","Delft","Delft","1432","1433","1613","1614","857","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"808","Delft in Hollant","Delft","1526","1527","1526","1527","10","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"832","Delft, Noorteynde","Delft","1477","1478","1477","1478","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"833","Delft, Oesteynde","Delft","1516","1517","1516","1517","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"834","Delft, op die Schye","Delft","1528","1529","1528","1529","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"835","Delft, opt Schie","Delft","1520","1521","1520","1521","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"836","Delft, opte Schie","Delft","1521","1522","1521","1522","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"837","Delft, Ostende","Delft","1528","1529","1528","1529","1","http://vocab.getty.edu/tgn/7006804","http://www.geonames.org/2757345","Netherlands","52.006667","4.355556"
"847","Delremonde in Vlaenderen","Dendermonde","1503","1504","1503","1504","1",,"http://www.geonames.org/2799645","Belgium","51.02869","4.10106"
"848","Demelen",,"1537","1538","1537","1538","1",,,,"0","0"
"849","Demen","Demen","1461","1462","1461","1462","1","http://vocab.getty.edu/tgn/7260846","http://www.geonames.org/2757292","Netherlands","51.8155926901","5.63083648682"
"850","Den Berge","Geertruidenberg","1530","1531","1530","1531","3","http://vocab.getty.edu/tgn/7261873","http://www.geonames.org/2755669","Netherlands","51.701667","4.856944"
"851","Den Bosch","'s-Hertogenbosch","1397","1398","1526","1527","35",,"http://www.geonames.org/2747351","Netherlands","51.69917","5.30417"
"852","den Bossche","'s-Hertogenbosch","1483","1484","1529","1530","9",,"http://www.geonames.org/2747351","Netherlands","51.69917","5.30417"
"853","den Briel","Brielle","1474","1475","1520","1521","35","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"854","den Briell","Brielle","1466","1467","1483","1484","21","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"855","den Brijel","Brielle","1558","1559","1558","1559","1","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"856","den Bryel","Brielle","1456","1457","1463","1464","4","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"857","den Bryele","Brielle","1462","1463","1462","1463","2","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"858","den Bryell","Brielle","1459","1460","1459","1460","1","http://vocab.getty.edu/tgn/1047678","http://www.geonames.org/2758326","Netherlands","51.901667","4.1625"
"859","Den Dungen","Den Dungen","1425","1426","1526","1527","2","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"860","den Grave","Grave","1447","1448","1526","1527","22","http://vocab.getty.edu/tgn/1047800","http://www.geonames.org/2755358","Netherlands","51.7590150845","5.73882222176"
"861","den Hage","Den Haag","1457","1458","1509","1510","5",,"http://www.geonames.org/2747373","Netherlands","52.07667","4.29861"
"862","Den Hage","Den Haag of Princenhage","1438","1439","1510","1511","23",,,,"0","0"
"863","den Hage","Princenhage","1445","1446","1482","1483","3",,"http://www.geonames.org/2748457","Netherlands","51.57632","4.73906"
"864","den Hage by Breda","Princenhage","1489","1490","1489","1490","1",,"http://www.geonames.org/2748457","Netherlands","51.57632","4.73906"
"865","den Haghe","Den Haag","1495","1496","1508","1509","6",,"http://www.geonames.org/2747373","Netherlands","52.07667","4.29861"
"866","den Haghe","Den Haag of Princenhage","1459","1460","1511","1512","3",,,,"0","0"
"867","den Haige","Den Haag","1496","1497","1496","1497","1",,"http://www.geonames.org/2747373","Netherlands","52.07667","4.29861"
"868","den Hout","Den Hout","1527","1528","1527","1528","1",,"http://www.geonames.org/2757211","Netherlands","51.6575","4.8125"
"869","den lande van den Merck","Mark","1503","1504","1503","1504","1","http://vocab.getty.edu/tgn/7269534","http://www.geonames.org/2751143","Netherlands","51.8559268006","5.27815818787"
"870","Derenberch by Ravensteyn","Dennenburg","1495","1496","1495","1496","1","http://vocab.getty.edu/tgn/7261100","http://www.geonames.org/2757200","Netherlands","51.8032545374","5.61882019043"
"871","Derenborch","Dennenburg","1448","1449","1483","1484","2","http://vocab.getty.edu/tgn/7261100","http://www.geonames.org/2757200","Netherlands","51.8032545374","5.61882019043"
"872","des Grevenhage","Den Haag","1466","1467","1471","1472","7",,"http://www.geonames.org/2747373","Netherlands","52.07667","4.29861"
"873","des Grevenmoer","'s Gravenmoer","1447","1448","1468","1469","2",,"http://www.geonames.org/2747371","Netherlands","51.65594","4.94076"
"874","des sGrevenhage","Den Haag","1467","1468","1470","1471","6",,"http://www.geonames.org/2747373","Netherlands","52.07667","4.29861"
"875","des sGrevenmoer","'s Gravenmoer","1462","1463","1462","1463","1",,"http://www.geonames.org/2747371","Netherlands","51.65594","4.94076"
"876","Deurne","Deurne","1613","1614","1613","1614","1","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"877","Deventer","Deventer","1463","1464","1508","1509","25","http://vocab.getty.edu/tgn/7006940","http://www.geonames.org/2756987","Netherlands","52.255","6.163889"
"879","Deventher","Deventer","1467","1468","1540","1541","37","http://vocab.getty.edu/tgn/7006940","http://www.geonames.org/2756987","Netherlands","52.255","6.163889"
"880","die Beverwyck","Beverwijk","1470","1471","1471","1472","11","http://vocab.getty.edu/tgn/7007050","http://www.geonames.org/2758998","Netherlands","52.483333","4.656944"
"881","die Dungen","Den Dungen","1455","1456","1509","1510","44","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"882","die Dunghen","Den Dungen","1406","1407","1482","1483","10","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"883","die Hage","Princenhage","1493","1494","1493","1494","1",,"http://www.geonames.org/2748457","Netherlands","51.57632","4.73906"
"884","die Lyer","De Lier","1472","1473","1472","1473","3","http://vocab.getty.edu/tgn/1047706","http://www.geonames.org/2757336","Netherlands","51.975","4.248611"
"885","die Sprange","Sprang","1482","1483","1482","1483","1",,"http://www.geonames.org/2746903","Netherlands","51.670000117","5.04856109619"
"886","Diechsten",,"1502","1503","1502","1503","1",,,,"0","0"
"887","Diegden","Dieden","1470","1471","1470","1471","1","http://vocab.getty.edu/tgn/7262270","http://www.geonames.org/2756892","Netherlands","51.82","5.609722"
"888","Diem","Didam","1527","1528","1527","1528","1","http://vocab.getty.edu/tgn/1047718","http://www.geonames.org/2756896","Netherlands","51.940833","6.131944"
"889","Dienstlake","Dinslaken","1509","1510","1509","1510","1",,"http://www.geonames.org/2936871","Germany","51.56227","6.7434"
"890","Dienstlaken","Dinslaken","1509","1510","1509","1510","1",,"http://www.geonames.org/2936871","Germany","51.56227","6.7434"
"891","Diesen","Diessen","1492","1493","1492","1493","1","http://vocab.getty.edu/tgn/7263347","http://www.geonames.org/2756859","Netherlands","51.475833","5.175"
"892","Diessen","Diessen","1450","1451","1563","1564","19","http://vocab.getty.edu/tgn/7263347","http://www.geonames.org/2756859","Netherlands","51.475833","5.175"
"894","Diest","Diest","1434","1435","1573","1574","139",,"http://www.geonames.org/2799397","Belgium","50.98923","5.05062"
"895","Diest in Brabant","Diest","1526","1527","1526","1527","4",,"http://www.geonames.org/2799397","Belgium","50.98923","5.05062"
"898","Dinter","Dinther","1425","1426","1533","1534","11","http://vocab.getty.edu/tgn/7260010","http://www.geonames.org/2756796","Netherlands","51.646667","5.4875"
"899","Dinther","Dinther","1481","1482","1583","1584","33","http://vocab.getty.edu/tgn/7260010","http://www.geonames.org/2756796","Netherlands","51.646667","5.4875"
"900","Do",,"1524","1525","1524","1525","1",,,,"0","0"
"901","Dodekem","Doetinchem","1508","1509","1508","1509","1","http://vocab.getty.edu/tgn/7006890","http://www.geonames.org/2756767","Netherlands","51.965","6.288889"
"902","Doern","Deurne","1480","1481","1588","1589","151","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"903","Doern in den Peel","Deurne","1526","1527","1529","1530","4","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"905","Doerne","Deurne","1463","1464","1572","1573","114","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"907","Doerne in den Peel","Deurne","1526","1527","1526","1527","10","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"909","Doernen","Deurne","1422","1423","1546","1547","14","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"910","Doernic","Doornik","1480","1481","1480","1481","1","http://vocab.getty.edu/tgn/7260454","http://www.geonames.org/2756680","Netherlands","51.8725","5.880556"
"911","Doerren","Deurne","1517","1518","1517","1518","2","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"912","Doerssen","Deursen","1558","1559","1558","1559","1","http://vocab.getty.edu/tgn/7261899","http://www.geonames.org/2757002","Netherlands","51.801667","5.627778"
"913","Doert","Dordrecht","1542","1543","1542","1543","4","http://vocab.getty.edu/tgn/7006798","http://www.geonames.org/2756669","Netherlands","51.81","4.673611"
"914","Doesborch","Doesburg","1457","1458","1500","1501","5","http://vocab.getty.edu/tgn/7006884",,,"52.016667","6.133333"
"915","Doeveren","Doeveren","1509","1510","1540","1541","25","http://vocab.getty.edu/tgn/7260192","http://www.geonames.org/2756764","Netherlands","51.721667","5.0875"
"916","Doeyenweerde","Dodewaard","1467","1468","1467","1468","1","http://vocab.getty.edu/tgn/7259991","http://www.geonames.org/2756777","Netherlands","51.9125","5.655556"
"917","Doirn","Deurne","1568","1569","1580","1581","8","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"918","Doirne","Deurne","1528","1529","1565","1566","8","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"919","Dolen","Doel","1472","1473","1472","1473","1",,"http://www.geonames.org/2799338","Belgium","51.311","4.26417"
"920","Dolen, Herenthals","Doel","1474","1475","1474","1475","1",,"http://www.geonames.org/2799338","Belgium","51.311","4.26417"
"921","Dommelen","Dommelen","1478","1479","1500","1501","5","http://vocab.getty.edu/tgn/7260296","http://www.geonames.org/2756739","Netherlands","51.355","5.430556"
"922","Dongen","Dongen","1445","1446","1567","1568","65","http://vocab.getty.edu/tgn/1047732","http://www.geonames.org/2756723","Netherlands","51.626667","4.938889"
"923","Dongen prope Oesterhout","Dongen","1501","1502","1501","1502","1","http://vocab.getty.edu/tgn/1047732","http://www.geonames.org/2756723","Netherlands","51.626667","4.938889"
"924","Donghen","Dongen","1447","1448","1563","1564","27","http://vocab.getty.edu/tgn/1047732","http://www.geonames.org/2756723","Netherlands","51.626667","4.938889"
"925","Donghen onder Breda","Dongen","1532","1533","1532","1533","2","http://vocab.getty.edu/tgn/1047732","http://www.geonames.org/2756723","Netherlands","51.626667","4.938889"
"927","Doort","Dordrecht","1529","1530","1529","1530","2","http://vocab.getty.edu/tgn/7006798","http://www.geonames.org/2756669","Netherlands","51.81","4.673611"
"928","Dordrecht","Dordrecht","1419","1420","1612","1613","207","http://vocab.getty.edu/tgn/7006798","http://www.geonames.org/2756669","Netherlands","51.81","4.673611"
"929","Dordrecht in Hollant","Dordrecht","1526","1527","1526","1527","3","http://vocab.getty.edu/tgn/7006798","http://www.geonames.org/2756669","Netherlands","51.81","4.673611"
"932","Dordt","Dordrecht","1511","1512","1522","1523","6","http://vocab.getty.edu/tgn/7006798","http://www.geonames.org/2756669","Netherlands","51.81","4.673611"
"934","Dorn","Deurne","1504","1505","1559","1560","7","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"935","Dorn by Dueren","Deurne","1506","1507","1506","1507","1","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"936","Dorne","Deurne","1502","1503","1567","1568","7","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"938","Dornen","Deurne","1474","1475","1537","1538","13","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"939","Dorren","Deurne","1477","1478","1477","1478","1","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"940","Dorst","Dorst","1493","1494","1493","1494","1","http://vocab.getty.edu/tgn/7260644","http://www.geonames.org/2756657","Netherlands","51.59","4.856944"
"941","Dorst onder Oisterhout","Dorst","1540","1541","1540","1541","1","http://vocab.getty.edu/tgn/7260644","http://www.geonames.org/2756657","Netherlands","51.59","4.856944"
"943","Dorsten int Sticht van Coelen","Dorsten","1517","1518","1517","1518","1",,"http://www.geonames.org/2935530","Germany","51.66166","6.96514"
"944","Dort","Dordrecht","1511","1512","1531","1532","8","http://vocab.getty.edu/tgn/7006798","http://www.geonames.org/2756669","Netherlands","51.81","4.673611"
"945","Doveren","Doeveren","1518","1519","1540","1541","60","http://vocab.getty.edu/tgn/7260192","http://www.geonames.org/2756764","Netherlands","51.721667","5.0875"
"946","Doyenwerde","Dodewaard","1466","1467","1466","1467","1","http://vocab.getty.edu/tgn/7259991","http://www.geonames.org/2756777","Netherlands","51.9125","5.655556"
"947","Driel","Driel","1453","1454","1558","1559","53","http://vocab.getty.edu/tgn/7260922","http://www.geonames.org/2756591","Netherlands","51.959167","5.813889"
"948","Driell","Driel","1470","1471","1482","1483","10","http://vocab.getty.edu/tgn/7260922","http://www.geonames.org/2756591","Netherlands","51.959167","5.813889"
"949","Droemel","Dreumel","1447","1448","1551","1552","11","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"950","Droemelen","Dreumel","1496","1497","1516","1517","3","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"951","Droemelen int Lant van Gelre","Dreumel","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"952","Droenen","Drunen","1508","1509","1515","1516","3","http://vocab.getty.edu/tgn/1047739","http://www.geonames.org/2756543","Netherlands","51.685833","5.133333"
"953","Droeten","Druten","1530","1531","1530","1531","1","http://vocab.getty.edu/tgn/1047740","http://www.geonames.org/2756539","Netherlands","51.888333","5.605556"
"954","Dromel","Dreumel","1477","1478","1553","1554","6","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"955","Dromelen","Dreumel","1494","1495","1494","1495","2","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"956","Drommelen onder Nyemegen","Dreumel","1564","1565","1564","1565","1","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"957","Drongelen","Drongelen","1500","1501","1552","1553","24","http://vocab.getty.edu/tgn/7260893","http://www.geonames.org/2756562","Netherlands","51.715833","5.054167"
"958","Drongelen onder Doeveren","Drongelen","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7260893","http://www.geonames.org/2756562","Netherlands","51.715833","5.054167"
"959","Drongelen onder Doveren","Drongelen","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7260893","http://www.geonames.org/2756562","Netherlands","51.715833","5.054167"
"960","Druemelen","Dreumel","1500","1501","1500","1501","1","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"961","Druenen","Drunen","1434","1435","1581","1582","131","http://vocab.getty.edu/tgn/1047739","http://www.geonames.org/2756543","Netherlands","51.685833","5.133333"
"962","Druenen onder Baerdwyck","Drunen","1526","1527","1526","1527","6","http://vocab.getty.edu/tgn/1047739","http://www.geonames.org/2756543","Netherlands","51.685833","5.133333"
"963","Druenen onder Bardwyck","Drunen","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/1047739","http://www.geonames.org/2756543","Netherlands","51.685833","5.133333"
"965","Drueten","Druten","1469","1470","1519","1520","4","http://vocab.getty.edu/tgn/1047740","http://www.geonames.org/2756539","Netherlands","51.888333","5.605556"
"966","Drumelen","Dreumel","1500","1501","1502","1503","6","http://vocab.getty.edu/tgn/7260741","http://www.geonames.org/2756626","Netherlands","51.849167","5.433333"
"967","Drunen","Drunen","1524","1525","1587","1588","2","http://vocab.getty.edu/tgn/1047739","http://www.geonames.org/2756543","Netherlands","51.685833","5.133333"
"968","Druten","Druten","1541","1542","1541","1542","1","http://vocab.getty.edu/tgn/1047740","http://www.geonames.org/2756539","Netherlands","51.888333","5.605556"
"969","Dryel","Driel","1443","1444","1475","1476","13","http://vocab.getty.edu/tgn/7260922","http://www.geonames.org/2756591","Netherlands","51.959167","5.813889"
"970","Dryell","Driel","1483","1484","1483","1484","1","http://vocab.getty.edu/tgn/7260922","http://www.geonames.org/2756591","Netherlands","51.959167","5.813889"
"971","Drymmelen by Sinte Gertrudenberge","Drimmelen","1478","1479","1478","1479","1","http://vocab.getty.edu/tgn/7260900","http://www.geonames.org/2756569","Netherlands","51.706667","4.804167"
"972","Duengen","Den Dungen","1549","1550","1549","1550","1","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"973","Dueren","Deurne","1509","1510","1552","1553","9","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"974","Duern","Deurne","1509","1510","1556","1557","23","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"975","Duern in den Peel","Deurne","1535","1536","1535","1536","5","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"976","Duerne","Deurne","1493","1494","1549","1550","13","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"977","Duersen","Deursen","1558","1559","1558","1559","1","http://vocab.getty.edu/tgn/7261899","http://www.geonames.org/2757002","Netherlands","51.801667","5.627778"
"978","Duerssen","Deursen","1558","1559","1558","1559","10","http://vocab.getty.edu/tgn/7261899","http://www.geonames.org/2757002","Netherlands","51.801667","5.627778"
"981","Duisborch","Duisburg","1559","1560","1559","1560","1",,,,"0","0"
"982","Dungen","Den Dungen","1437","1438","1583","1584","229","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"986","Dunghen","Den Dungen","1449","1450","1581","1582","96","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"988","Dunnghen","Den Dungen","1531","1532","1531","1532","3","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"989","Durn","Deurne","1539","1540","1539","1540","1","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"990","Durne","Deurne","1613","1614","1613","1614","1","http://vocab.getty.edu/tgn/7006839","http://www.geonames.org/2757009","Netherlands","51.46","5.797222"
"991","Dusseldorp","Düsseldorf","1478","1479","1478","1479","1","http://vocab.getty.edu/tgn/7004443",,"Germany","51.216667","6.766667"
"992","Dussen","Dussen","1500","1501","1574","1575","4","http://vocab.getty.edu/tgn/7261372","http://www.geonames.org/2756483","Netherlands","51.730833","4.9625"
"993","Duynghen","Den Dungen","1529","1530","1529","1530","2","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"994","Duysberch","Duisburg","1459","1460","1459","1460","1",,,,"0","0"
"995","Duysel","Duizel","1464","1465","1464","1465","1","http://vocab.getty.edu/tgn/7261174","http://www.geonames.org/2756500","Netherlands","51.368333","5.297222"
"996","Duyssel","Duizel","1459","1460","1466","1467","2","http://vocab.getty.edu/tgn/7261174","http://www.geonames.org/2756500","Netherlands","51.368333","5.297222"
"997","dye Dungen","Den Dungen","1486","1487","1486","1487","2","http://vocab.getty.edu/tgn/7261007","http://www.geonames.org/2757237","Netherlands","51.665","5.372222"
"998","Dyessen","Diessen","1452","1453","1476","1477","5","http://vocab.getty.edu/tgn/7263347","http://www.geonames.org/2756859","Netherlands","51.475833","5.175"
