"id","plaatsnaam_in_bron","plaatsnaam","eerste_jaar_min","eerste_jaar_max","laatste_jaar_min","laatste_jaar_max","aantal","tgn_uri","gn_uri","land","lat","lon"
"5","...chel","Achel","1533","1534","1533","1534","1",,"http://www.geonames.org/2803391","Belgium","51.253","5.47977"
"6","..sterdam","Amsterdam","1525","1526","1525","1526","1","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"7","Achel","Achel","1508","1509","1533","1534","4",,"http://www.geonames.org/2803391","Belgium","51.253","5.47977"
"8","Achelen","Achel","1531","1532","1534","1535","4",,"http://www.geonames.org/2803391","Belgium","51.253","5.47977"
"9","Acht by Geldrop","Acht","1493","1494","1493","1494","1","http://vocab.getty.edu/tgn/7258107","http://www.geonames.org/2760050","Netherlands","51.48","5.429167"
"10","Ackoey","Acquoy","1491","1492","1491","1492","1",,"http://www.geonames.org/2759975","Netherlands","51.879167","5.136111"
"11","Ackoy","Acquoy","1505","1506","1505","1506","1",,"http://www.geonames.org/2759975","Netherlands","51.879167","5.136111"
"12","Acquoy","Acquoy","1509","1510","1509","1510","1",,"http://www.geonames.org/2759975","Netherlands","51.879167","5.136111"
"13","Aechel onder Luyck","Achel","1532","1533","1532","1533","1",,"http://www.geonames.org/2803391","Belgium","51.253","5.47977"
"14","Aefferden","Afferden","1476","1477","1476","1477","1",,,,"0","0"
"15","Aeffoerden","Afferden","1478","1479","1479","1480","2",,,,"0","0"
"16","Aefforden","Afferden","1462","1463","1475","1476","2",,,,"0","0"
"17","Aelberen",,"1453","1454","1453","1454","1",,,,"0","0"
"18","Aelborch","Aalburg","1461","1462","1540","1541","7","http://vocab.getty.edu/tgn/7257644","http://www.geonames.org/2760144","Netherlands","51.7548245252","5.13155937195"
"19","Aelborg","Aalburg","1519","1520","1519","1520","3","http://vocab.getty.edu/tgn/7257644","http://www.geonames.org/2760144","Netherlands","51.7548245252","5.13155937195"
"20","Aelburch","Aalburg","1544","1545","1544","1545","1","http://vocab.getty.edu/tgn/7257644","http://www.geonames.org/2760144","Netherlands","51.7548245252","5.13155937195"
"21","Aelsborch by Hoesden","Aalburg","1480","1481","1480","1481","1","http://vocab.getty.edu/tgn/7257644","http://www.geonames.org/2760144","Netherlands","51.7548245252","5.13155937195"
"22","Aelst","Aalst","1432","1433","1505","1506","14",,,,"0","0"
"23","Aelst by Eyndoven","Aalst","1475","1476","1482","1483","3","http://vocab.getty.edu/tgn/1047595",,,"51.3833","5.5333"
"24","Aelst by Geldrop","Aalst","1496","1497","1497","1498","2","http://vocab.getty.edu/tgn/1047595",,,"51.3833","5.5333"
"26","Aelts","Aalst","1435","1436","1435","1436","1",,,,"0","0"
"27","Aerendonck","Arendonk","1488","1489","1535","1536","2",,"http://www.geonames.org/2803083","Belgium","51.32267","5.08289"
"28","Aerhem","Arnhem","1509","1510","1509","1510","2","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"30","Aerle","Aarle","1461","1462","1552","1553","24","http://vocab.getty.edu/tgn/7257804",,,"51.516667","5.633333"
"32","Aerle by Beeck","Aarle","1534","1535","1534","1535","2","http://vocab.getty.edu/tgn/7257804",,,"51.516667","5.633333"
"40","Aerlem","Arlem","1498","1499","1498","1499","1",,,,"0","0"
"42","Aernhem","Arnhem","1449","1450","1509","1510","9","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"43","Aerschot","Aarschot","1485","1486","1494","1495","2",,"http://www.geonames.org/2803429","Belgium","50.98715","4.83695"
"44","Aersschot","Aarschot","1469","1470","1469","1470","1",,"http://www.geonames.org/2803429","Belgium","50.98715","4.83695"
"45","Aforst","Altforst","1507","1508","1507","1508","1","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"47","Ake","Aken","1507","1508","1507","1508","1","http://vocab.getty.edu/tgn/7004799",,"Germany","50.770833","6.105278"
"48","Aken","Aken","1438","1439","1505","1506","4","http://vocab.getty.edu/tgn/7004799",,"Germany","50.770833","6.105278"
"50","Alckmaer","Alkmaar","1473","1474","1474","1475","2","http://vocab.getty.edu/tgn/7007057","http://www.geonames.org/2759899","Netherlands","52.631667","4.748611"
"51","Alckmair","Alkmaar","1473","1474","1473","1474","1","http://vocab.getty.edu/tgn/7007057","http://www.geonames.org/2759899","Netherlands","52.631667","4.748611"
"52","Alcmaer","Alkmaar","1467","1468","1497","1498","9","http://vocab.getty.edu/tgn/7007057","http://www.geonames.org/2759899","Netherlands","52.631667","4.748611"
"53","Alem","Alem","1445","1446","1541","1542","56","http://vocab.getty.edu/tgn/7258527","http://www.geonames.org/2759906","Netherlands","51.786667","5.343056"
"54","Alem aende Mase","Alem","1507","1508","1507","1508","1","http://vocab.getty.edu/tgn/7258527","http://www.geonames.org/2759906","Netherlands","51.786667","5.343056"
"55","Alem, Aerlem","Arlem","1526","1527","1526","1527","1",,,,"0","0"
"57","Alfen aen die Maes","Alphen","1523","1524","1523","1524","1","http://vocab.getty.edu/tgn/7258710",,,"51.816667","5.466667"
"58","Alffen","Alphen","1500","1501","1500","1501","1",,,,"0","0"
"59","Alkinis by Sint Thomaes","Alquines bij Saint-Omer","1506","1507","1506","1507","1",,"http://www.geonames.org/3038036","France","50.7411","1.99317"
"60","Almeloe","Almelo","1499","1500","1503","1504","14","http://vocab.getty.edu/tgn/7006939","http://www.geonames.org/2759887","Netherlands","52.356667","6.6625"
"61","Almeloe onder Zwol, Almeloe","Almelo","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7006939","http://www.geonames.org/2759887","Netherlands","52.356667","6.6625"
"63","Almeloy","Almelo","1499","1500","1499","1500","1","http://vocab.getty.edu/tgn/7006939","http://www.geonames.org/2759887","Netherlands","52.356667","6.6625"
"64","Almkerck","Almkerk","1482","1483","1513","1514","3","http://vocab.getty.edu/tgn/7258712","http://www.geonames.org/2759878","Netherlands","51.770833","4.959722"
"65","Alphem","Alphen","1481","1482","1481","1482","1",,,,"0","0"
"66","Alphen","Alphen","1437","1438","1546","1547","17",,,,"0","0"
"67","Alphen by Breda","Alphen","1462","1463","1462","1463","1","http://vocab.getty.edu/tgn/7258711",,,"51.483333","4.95"
"68","Alphen by den Graeve","Alphen","1496","1497","1496","1497","1",,,,"0","0"
"69","Alphen, Alffen onder Breda","Alphen","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7258711",,,"51.483333","4.95"
"70","Alsen onder die Mase","Alphen","1498","1499","1498","1499","1","http://vocab.getty.edu/tgn/7258710",,,"51.816667","5.466667"
"71","Altenae","Altena","1511","1512","1511","1512","1","http://vocab.getty.edu/tgn/7258699","http://www.geonames.org/2759865","Netherlands","53.1325","6.477778"
"72","Altforst","Altforst","1539","1540","1539","1540","2","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"73","Amelroey","Ammerzoden","1495","1496","1495","1496","1","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"74","Amelroy","Ammerzoden","1570","1571","1570","1571","2","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"75","Amelsfoert","Amersfoort","1515","1516","1515","1516","2","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"77","Amelsfort","Amersfoort","1493","1494","1493","1494","3","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"78","Ameroy","Ammerzoden","1535","1536","1535","1536","1","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"79","Ameroye","Ammerzoden","1511","1512","1519","1520","2","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"80","Amerroye","Ammerzoden","1511","1512","1511","1512","1","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"81","Amers","Ammers","1460","1461","1460","1461","1",,,,"0","0"
"82","Amersfoert","Amersfoort","1456","1457","1529","1530","186","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"83","Amersfoert int Sticht van Utrecht","Amersfoort","1526","1527","1526","1527","7","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"85","Amersfoirt","Amersfoort","1465","1466","1557","1558","213","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"91","Amersfort","Amersfoort","1465","1466","1533","1534","48","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"93","Amerstwoert","Amersfoort","1489","1490","1489","1490","8","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"94","Amersvoert","Amersfoort","1450","1451","1501","1502","40","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"97","Amersvoirt","Amersfoort","1474","1475","1534","1535","17","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"98","Amersvoort","Amersfoort","1513","1514","1513","1514","12","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"99","Amerswoert","Amersfoort","1489","1490","1489","1490","5","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"100","Amerzoey","Ammerzoden","1486","1487","1486","1487","1","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"101","Amerzoyen","Ammerzoden","1482","1483","1482","1483","1","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"102","Amesfoert","Amersfoort","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"103","Amesfort","Amersfoort","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"104","Amesvoert","Amersfoort","1501","1502","1524","1525","6","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"105","Amesvoirt","Amersfoort","1524","1525","1524","1525","10","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"106","Ammelroede","Ammerzoden","1493","1494","1493","1494","1","http://vocab.getty.edu/tgn/4000658","http://www.geonames.org/2759813","Netherlands","51.749167","5.220833"
"107","Ammerfoirt","Amersfoort","1503","1504","1503","1504","2","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"108","Ammers","Ammers","1460","1461","1468","1469","2",,,,"0","0"
"109","Ammersfoert","Amersfoort","1503","1504","1503","1504","1","http://vocab.getty.edu/tgn/7006922","http://www.geonames.org/2759821","Netherlands","52.155","5.3875"
"110","Ampsterdam","Amsterdam","1563","1564","1563","1564","8","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"111","Amstaede onder Breda","Breda","1506","1507","1506","1507","1","http://vocab.getty.edu/tgn/7006827","http://www.geonames.org/2758401","Netherlands","51.586563147","4.77596282959"
"112","Amsteledam","Amsterdam","1500","1501","1500","1501","31","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"113","Amstelredam","Amsterdam","1481","1482","1570","1571","61","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"114","Amstelredam?","Amsterdam","1570","1571","1570","1571","3","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"115","Amstelredamme","Amsterdam","1466","1467","1470","1471","62","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"116","Amsterdam","Amsterdam","1437","1438","1563","1564","397","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"117","Amsterdam in Hollant","Amsterdam","1526","1527","1526","1527","6","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"125","Amsterdame","Amsterdam","1498","1499","1498","1499","2","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"126","Amsterdamme","Amsterdam","1457","1458","1551","1552","265","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"131","Amsterdammis","Amsterdam","1486","1487","1486","1487","2","http://vocab.getty.edu/tgn/7006952","http://www.geonames.org/2759794","Netherlands","52.3740272046","4.88968849182"
"132","Andel","Andel","1444","1445","1508","1509","13",,"http://www.geonames.org/2750453","Netherlands","51.783333","5.058333"
"133","Anderlech","Anderlecht","1444","1445","1444","1445","1",,"http://www.geonames.org/2803201","Belgium","50.83619","4.31454"
"134","Anderleck","Anderlecht","1465","1466","1465","1466","1",,"http://www.geonames.org/2803201","Belgium","50.83619","4.31454"
"135","Andverpen","Antwerpen","1531","1532","1531","1532","2",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"137","Andverpia","Antwerpen","1508","1509","1508","1509","2",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"138","Andwerp","Antwerpen","1494","1495","1494","1495","1",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"139","Andwerpen","Antwerpen","1455","1456","1496","1497","24",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"140","Andwerpia","Antwerpen","1467","1468","1508","1509","3",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"141","Anonreberch",,"1504","1505","1504","1505","1",,,,"0","0"
"142","Antverpen","Antwerpen","1532","1533","1532","1533","1",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"143","Antverpie","Antwerpen","1529","1530","1529","1530","1",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"144","Antwerpe","Antwerpen","1446","1447","1446","1447","1",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"145","Antwerpen","Antwerpen","1426","1427","1580","1581","133",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"146","Antwerpia","Antwerpen","1472","1473","1500","1501","3",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"147","Antwerpiensis","Antwerpen","1501","1502","1501","1502","1",,"http://www.geonames.org/2803138","Belgium","51.21989","4.40346"
"148","Apelteren","Appeltern","1386","1387","1537","1538","2","http://vocab.getty.edu/tgn/7256650","http://www.geonames.org/2759693","Netherlands","51.8325","5.586111"
"150","Appelteren","Appeltern","1465","1466","1539","1540","4","http://vocab.getty.edu/tgn/7256650","http://www.geonames.org/2759693","Netherlands","51.8325","5.586111"
"151","Appetoren prope Calcar","Appeldorn bij Kalkar","1507","1508","1507","1508","2","http://vocab.getty.edu/tgn/7063374",,"Germany","51.716667","6.333333"
"152","apud Campen","Kampen","1472","1473","1474","1475","2","http://vocab.getty.edu/tgn/7006948",,,"52.55","5.916667"
"153","apud Grueningen","Groningen","1496","1497","1496","1497","1","http://vocab.getty.edu/tgn/7006984","http://www.geonames.org/2755251","Netherlands","53.219167","6.566667"
"154","Arendonck","Arendonk","1470","1471","1512","1513","9",,"http://www.geonames.org/2803083","Belgium","51.32267","5.08289"
"155","Arenhem","Arnhem","1471","1472","1471","1472","2","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"156","Arhem","Arnhem","1506","1507","1506","1507","1","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"157","Arkel","Arkel","1469","1470","1480","1481","8","http://vocab.getty.edu/tgn/7256631","http://www.geonames.org/2759673","Netherlands","51.864167","4.994444"
"158","Arkell","Arkel","1470","1471","1470","1471","4","http://vocab.getty.edu/tgn/7256631","http://www.geonames.org/2759673","Netherlands","51.864167","4.994444"
"159","Arle","Aarle","1476","1477","1541","1542","3","http://vocab.getty.edu/tgn/7257804",,,"51.516667","5.633333"
"165","Arlem","Arlem","1537","1538","1537","1538","2",,,,"0","0"
"166","Armueden","Arnemuiden","1510","1511","1510","1511","1","http://vocab.getty.edu/tgn/7006756","http://www.geonames.org/2759664","Netherlands","51.501667","3.675"
"167","Arnem","Arnhem","1444","1445","1533","1534","3","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"168","Arnemensis","Arnhem","1512","1513","1512","1513","1","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"169","Arnhem","Arnhem","1449","1450","1527","1528","12","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"170","Arnnem","Arnhem","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7006876","http://www.geonames.org/2759661","Netherlands","51.98","5.911111"
"171","Arremuyden","Arnemuiden","1449","1450","1449","1450","1","http://vocab.getty.edu/tgn/7006756","http://www.geonames.org/2759664","Netherlands","51.501667","3.675"
"172","Asperen","Asperen","1460","1461","1558","1559","101","http://vocab.getty.edu/tgn/7024729","http://www.geonames.org/2759643","Netherlands","51.881667","5.109722"
"173","Asperen in Hollant","Asperen","1526","1527","1526","1527","2","http://vocab.getty.edu/tgn/7024729","http://www.geonames.org/2759643","Netherlands","51.881667","5.109722"
"174","Asperen onder Hollant","Asperen","1526","1527","1526","1527","2","http://vocab.getty.edu/tgn/7024729","http://www.geonames.org/2759643","Netherlands","51.881667","5.109722"
"175","Assendelft","Assendelft","1497","1498","1497","1498","1","http://vocab.getty.edu/tgn/1047624","http://www.geonames.org/2759631","Netherlands","52.468333","4.743056"
"176","Asten","Asten","1445","1446","1544","1545","49","http://vocab.getty.edu/tgn/1047625","http://www.geonames.org/2759621","Netherlands","51.404167","5.748611"
"177","Asten in den peel","Asten","1507","1508","1507","1508","1","http://vocab.getty.edu/tgn/1047625","http://www.geonames.org/2759621","Netherlands","51.404167","5.748611"
"179","Atrecht","Atrecht","1470","1471","1470","1471","1",,"http://www.geonames.org/3036784","France","50.29301","2.78186"
"180","Auderkerck","Ouderkerk","1476","1477","1476","1477","1",,,,"0","0"
"181","Audewater","Oudewater","1457","1458","1519","1520","5","http://vocab.getty.edu/tgn/1048037","http://www.geonames.org/2748979","Netherlands","52.025","4.868056"
"182","Auetvoerst","Altforst","1514","1515","1514","1515","1","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"183","Autfoerden","Altforst","1522","1523","1522","1523","1","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"184","Autfoert","Altforst","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"185","Autfoirt","Altforst","1540","1541","1551","1552","3","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"186","Autforst","Altforst","1475","1476","1557","1558","23","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"187","Autfort in Geldria","Altforst","1564","1565","1564","1565","1","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"188","Authoesden","Oudheusden","1455","1456","1462","1463","2","http://vocab.getty.edu/tgn/7267192",,,"51.733333","5.133333"
"189","Authuesden","Oudheusden","1552","1553","1559","1560","4","http://vocab.getty.edu/tgn/7267192",,,"51.733333","5.133333"
"190","Authuesden onder Huesden","Oudheusden","1526","1527","1526","1527","12","http://vocab.getty.edu/tgn/7267192",,,"51.733333","5.133333"
"191","Autvoirst","Altforst","1534","1535","1535","1536","3","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"192","Autvorst","Altforst","1473","1474","1533","1534","22","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"193","Autvorst in Gelderlant","Altforst","1528","1529","1528","1529","1","http://vocab.getty.edu/tgn/7258820","http://www.geonames.org/2759858","Netherlands","51.849167","5.565278"
"194","Babilonienbroick","Babyloniënbroek","1497","1498","1497","1498","1","http://vocab.getty.edu/tgn/7257462",,,"51.75","5.05"
"195","Baden","Baden","1506","1507","1506","1507","2",,,,"0","0"
"196","Baden Spironensis diocesis","Baden","1478","1479","1478","1479","1",,,,"0","0"
"197","Baeckel","Bakel","1538","1539","1538","1539","1","http://vocab.getty.edu/tgn/7257447","http://www.geonames.org/2759511","Netherlands","51.503333","5.740278"
"198","Baerdtwijck","Baardwijk","1552","1553","1552","1553","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"199","Baerduyck","Baardwijk","1532","1533","1532","1533","3",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"201","Baerdvyck","Baardwijk","1529","1530","1532","1533","12",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"203","Baerdwick","Baardwijk","1535","1536","1535","1536","4",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"204","Baerdwijc","Baardwijk","1501","1502","1501","1502","7",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"205","Baerdwijck","Baardwijk","1449","1450","1558","1559","58",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"206","Baerdwyc","Baardwijk","1488","1489","1507","1508","4",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"207","Baerdwyck","Baardwijk","1466","1467","1553","1554","174",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"208","Baerdwyck onder Hollant","Baardwijk","1526","1527","1526","1527","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"212","Baerl","Baarle","1493","1494","1531","1532","2",,"http://www.geonames.org/2802819","Belgium","51.03561","3.62528"
"213","Baerle","Baarle","1502","1503","1502","1503","1",,"http://www.geonames.org/2802819","Belgium","51.03561","3.62528"
"214","Baertwijck","Baardwijk","1561","1562","1561","1562","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"215","Baertwyc","Baardwijk","1498","1499","1498","1499","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"216","Baertwyck","Baardwijk","1504","1505","1537","1538","36",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"217","Baerwyck","Baardwijk","1534","1535","1534","1535","3",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"218","Baessel",,"1478","1479","1478","1479","1",,,,"0","0"
"219","Baexem","Baexem","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7257458","http://www.geonames.org/2759522","Netherlands","51.226667","5.880556"
"220","Baexen","Baexem","1465","1466","1468","1469","3","http://vocab.getty.edu/tgn/7257458","http://www.geonames.org/2759522","Netherlands","51.226667","5.880556"
"221","Bakel","Bakel","1445","1446","1558","1559","34","http://vocab.getty.edu/tgn/7257447","http://www.geonames.org/2759511","Netherlands","51.503333","5.740278"
"222","Bakel ende Broehese","Bakel en Brouwhuis","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7257447",,,"51.5","5.75"
"225","Bakell","Bakel","1536","1537","1536","1537","1","http://vocab.getty.edu/tgn/7257447","http://www.geonames.org/2759511","Netherlands","51.503333","5.740278"
"226","Balen","Balen","1467","1468","1546","1547","5","http://vocab.getty.edu/tgn/1026309",,"Belgium","51.166667","5.15"
"227","Balgoey","Balgoij","1474","1475","1474","1475","1","http://vocab.getty.edu/tgn/4001159",,,"51.783333","5.716667"
"228","Balgoeyen","Balgoij","1485","1486","1485","1486","1","http://vocab.getty.edu/tgn/4001159",,,"51.783333","5.716667"
"229","Balgoy","Balgoij","1495","1496","1495","1496","1","http://vocab.getty.edu/tgn/4001159",,,"51.783333","5.716667"
"230","Balgoyen","Balgoij","1465","1466","1546","1547","2","http://vocab.getty.edu/tgn/4001159",,,"51.783333","5.716667"
"231","Bardtwyck","Baardwijk","1541","1542","1544","1545","6",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"232","Barduick","Baardwijk","1542","1543","1542","1543","8",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"233","Bardvick","Baardwijk","1531","1532","1531","1532","13",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"234","Bardvuyck","Baardwijk","1533","1534","1533","1534","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"235","Bardvyck","Baardwijk","1529","1530","1529","1530","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"236","Bardwick","Baardwijk","1509","1510","1509","1510","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"237","Bardwijck","Baardwijk","1520","1521","1560","1561","15",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"238","Bardwyc","Baardwijk","1500","1501","1505","1506","2",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"239","Bardwyck","Baardwijk","1500","1501","1544","1545","113",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"240","Bardwyck onder Hollant","Baardwijk","1526","1527","1526","1527","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"241","Bardwyck onder Holllant","Baardwijk","1526","1527","1526","1527","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"242","Bartwijck","Baardwijk","1561","1562","1561","1562","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"243","Bartwyc","Baardwijk","1505","1506","1505","1506","1",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"244","Bartwyck","Baardwijk","1504","1505","1526","1527","38",,"http://www.geonames.org/2759563","Netherlands","51.69246","5.09628"
"247","Bassengij","Bancigny","1586","1587","1586","1587","2",,"http://www.geonames.org/3035165","France","49.80091","4.0335"
"249","Bassignij","Bancigny","1613","1614","1613","1614","1",,"http://www.geonames.org/3035165","France","49.80091","4.0335"
"250","Batenbergh","Batenburg","1506","1507","1506","1507","1","http://vocab.getty.edu/tgn/4001271","http://www.geonames.org/2759385","Netherlands","51.824167","5.629167"
"251","Batenborch","Batenburg","1429","1430","1537","1538","44","http://vocab.getty.edu/tgn/4001271","http://www.geonames.org/2759385","Netherlands","51.824167","5.629167"
"252","Bathemborch","Batenburg","1493","1494","1509","1510","2","http://vocab.getty.edu/tgn/4001271","http://www.geonames.org/2759385","Netherlands","51.824167","5.629167"
"253","Bathenborch","Batenburg","1459","1460","1557","1558","11","http://vocab.getty.edu/tgn/4001271","http://www.geonames.org/2759385","Netherlands","51.824167","5.629167"
"254","Battenboirch","Batenburg","1535","1536","1535","1536","1","http://vocab.getty.edu/tgn/4001271","http://www.geonames.org/2759385","Netherlands","51.824167","5.629167"
"255","Bavel","Bavel","1493","1494","1565","1566","65",,"http://www.geonames.org/2759373","Netherlands","51.56583","4.83056"
"256","Bavel by Breda","Bavel","1497","1498","1497","1498","5",,"http://www.geonames.org/2759373","Netherlands","51.56583","4.83056"
"257","Bavel onder Breda","Bavel","1542","1543","1562","1563","2",,"http://www.geonames.org/2759373","Netherlands","51.56583","4.83056"
"258","Bavell","Bavel","1536","1537","1536","1537","1",,"http://www.geonames.org/2759373","Netherlands","51.56583","4.83056"
