"id","hgid","naam","gg_uri","gg_uri_amco","amco","cbscode","geonames","startjaar","eindjaar","provincie","departement","absorbed","absorbedBy","originated","originatedFrom"
"1455","Ravenstein","Ravenstein","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ravenstein","http://www.gemeentegeschiedenis.nl/amco/10805",,"0835",,"oudsher","2003","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herpen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oss",,
"1456","Reek","Reek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reek","http://www.gemeentegeschiedenis.nl/amco/10671",,"1158",,"oudsher","1942","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schaijk",,
"1457","Reusel","Reusel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel","http://www.gemeentegeschiedenis.nl/amco/10162",,"0836",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel-De_Mierden",,
"1458","Reusel-De_Mierden","Reusel-De Mierden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel-De_Mierden","http://www.gemeentegeschiedenis.nl/amco/10162",,"1667","http://sws.geonames.org/6544280","1997","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hooge_en_Lage_Mierde"
"1459","Riethoven","Riethoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Riethoven","http://www.gemeentegeschiedenis.nl/amco/10455",,"0837",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergeyk",,
"1460","Rijsbergen","Rijsbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsbergen","http://www.gemeentegeschiedenis.nl/amco/10866",,"0841",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zundert",,
"1461","Rijswijk_NB","Rijswijk [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijswijk_NB","http://www.gemeentegeschiedenis.nl/amco/11016",,"0842",,"oudsher","1973","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Woudrichem",,
"1462","Roosendaal","Roosendaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal","http://www.gemeentegeschiedenis.nl/amco/10407",,"1674","http://sws.geonames.org/2747929","1997","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wouw"
"1463","Roosendaal_en_Nispen","Roosendaal en Nispen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal_en_Nispen","http://www.gemeentegeschiedenis.nl/amco/10407",,"0838",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Roosendaal",,
"1464","Rosmalen","Rosmalen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rosmalen","http://www.gemeentegeschiedenis.nl/amco/10970",,"0839",,"oudsher","1996","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Hertogenbosch",,
"1465","Rucphen","Rucphen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rucphen","http://www.gemeentegeschiedenis.nl/amco/11152",,"0840","http://sws.geonames.org/2747857","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN",,,,
"1466","Sambeek","Sambeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sambeek","http://www.gemeentegeschiedenis.nl/amco/10339",,"1167",,"oudsher","1942","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oploo__Sint_Anthonis_en_Ledeacker",,
"1467","Schaijk","Schaijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schaijk","http://www.gemeentegeschiedenis.nl/amco/10276",,"0843",,"oudsher","1994","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Landerd",,
"1468","Schijndel","Schijndel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schijndel","http://www.gemeentegeschiedenis.nl/amco/11178",,"0844","http://sws.geonames.org/2747583","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,,,
"1469","Sint_Anthonis","Sint Anthonis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis","http://www.gemeentegeschiedenis.nl/amco/11415",,"1702","http://sws.geonames.org/2749288","1995","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/St.Anthonis"
"1470","Sint_Anthonis_en_Ledeacker","Sint Anthonis en Ledeacker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis_en_Ledeacker","http://www.gemeentegeschiedenis.nl/amco/11415",,,,"oudsher","1821","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oploo__Sint_Anthonis_en_Ledeacker",,
"1471","Sint-Michielsgestel","Sint-Michielsgestel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Michielsgestel","http://www.gemeentegeschiedenis.nl/amco/10496",,"0845","http://sws.geonames.org/2747233","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berlicum",,,
"1472","Sint-Oedenrode","Sint-Oedenrode","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint-Oedenrode","http://www.gemeentegeschiedenis.nl/amco/10399",,"0846","http://sws.geonames.org/2747226","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,,,
"1473","Soerendonk_en_Sterksel","Soerendonk en Sterksel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk_en_Sterksel","http://www.gemeentegeschiedenis.nl/amco/10047",,,,"oudsher","1821","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk__Sterksel_en_Gastel",,
"1474","Soerendonk__Sterksel_en_Gastel","Soerendonk, Sterksel en Gastel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Soerendonk__Sterksel_en_Gastel","http://www.gemeentegeschiedenis.nl/amco/10047",,"1183",,"1821","1925","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Maarheeze",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Gastel_bij_Budel"
"1475","Someren","Someren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Someren","http://www.gemeentegeschiedenis.nl/amco/10203",,"0847","http://sws.geonames.org/2747020","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lierop",,,
"1476","Son_en_Breugel","Son en Breugel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Son_en_Breugel","http://www.gemeentegeschiedenis.nl/amco/10549",,"0848","http://sws.geonames.org/2747009","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,,,
"1477","Sprang","Sprang","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang","http://www.gemeentegeschiedenis.nl/amco/10659",,"1187",,"oudsher","1923","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang-Capelle",,
"1478","Sprang-Capelle","Sprang-Capelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang-Capelle","http://www.gemeentegeschiedenis.nl/amco/11233",,"0849",,"1923","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Waalwijk",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijhoeve-Capelle"
"1479","Standdaarbuiten","Standdaarbuiten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Standdaarbuiten","http://www.gemeentegeschiedenis.nl/amco/11212",,"0850",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenbergen",,
"1480","St.Anthonis","St.Anthonis","http://www.gemeentegeschiedenis.nl/gemeentenaam/St.Anthonis","http://www.gemeentegeschiedenis.nl/amco/11415",,"1691",,"1994","1995","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthonis",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wanroij"
"1481","Steenbergen","Steenbergen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Steenbergen","http://www.gemeentegeschiedenis.nl/amco/10731",,"0851 (Steenbergen), 1376 (Steenbergen en Kruisland)","http://sws.geonames.org/2746801","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dinteloord_en_Prinsenland",,,
"1482","Stiphout","Stiphout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stiphout","http://www.gemeentegeschiedenis.nl/amco/11386",,"1196",,"oudsher","1968","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Helmond",,
"1483","Stratum","Stratum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stratum","http://www.gemeentegeschiedenis.nl/amco/10172",,"1199",,"oudsher","1920","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Eindhoven",,
"1484","Strijp","Strijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Strijp","http://www.gemeentegeschiedenis.nl/amco/10521",,"1201",,"oudsher","1920","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Eindhoven",,
"1485","Terheijden","Terheijden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Terheijden","http://www.gemeentegeschiedenis.nl/amco/10905",,"0853",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Made",,
"1486","Teteringen","Teteringen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Teteringen","http://www.gemeentegeschiedenis.nl/amco/10677",,"0854",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/TN",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Breda",,
"1487","Tilburg","Tilburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tilburg","http://www.gemeentegeschiedenis.nl/amco/10792",,"0855","http://sws.geonames.org/2746300","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkel-Enschot",,,
"1488","Tongelre","Tongelre","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tongelre","http://www.gemeentegeschiedenis.nl/amco/11240",,"1203",,"oudsher","1920","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Eindhoven",,
"1489","Uden","Uden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Uden","http://www.gemeentegeschiedenis.nl/amco/11141",,"0856","http://sws.geonames.org/2746004","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,,,
"1490","Udenhout","Udenhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Udenhout","http://www.gemeentegeschiedenis.nl/amco/11268",,"0857",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Tilburg",,
"1491","Valkenswaard","Valkenswaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenswaard","http://www.gemeentegeschiedenis.nl/amco/11031",,"0858","http://sws.geonames.org/2745859","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borkel_en_Schaft",,,
"1492","Veen","Veen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veen","http://www.gemeentegeschiedenis.nl/amco/10015",,"0859",,"oudsher","1973","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Aalburg",,
"1493","Veghel","Veghel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veghel","http://www.gemeentegeschiedenis.nl/amco/10985",,"0860","http://sws.geonames.org/2745725","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Erp",,,
"1494","Veldhoven","Veldhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven","http://www.gemeentegeschiedenis.nl/amco/10071",,"0861","http://sws.geonames.org/2745704","1921","heden","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven_en_Meerveldhoven"
"1495","Veldhoven_en_Meerveldhoven","Veldhoven en Meerveldhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven_en_Meerveldhoven","http://www.gemeentegeschiedenis.nl/amco/10071",,"1206",,"oudsher","1921","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Veldhoven",,
"1496","Velp_NB","Velp [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Velp_NB","http://www.gemeentegeschiedenis.nl/amco/10170",,"1208",,"oudsher","1942","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Grave",,
"1497","Vessem__Wintelre_en_Knegsel","Vessem, Wintelre en Knegsel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vessem__Wintelre_en_Knegsel","http://www.gemeentegeschiedenis.nl/amco/11414",,"0862",,"oudsher","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Eersel",,
"1498","Vierlingsbeek","Vierlingsbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vierlingsbeek","http://www.gemeentegeschiedenis.nl/amco/10066",,"0863",,"oudsher","1998","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maashees_en_Overloon","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boxmeer",,
"1499","Vlierden","Vlierden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlierden","http://www.gemeentegeschiedenis.nl/amco/10268",,"1212",,"oudsher","1926","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Deurne",,
"1500","Vlijmen","Vlijmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen","http://www.gemeentegeschiedenis.nl/amco/11293",,"0864",,"1821","1997","http://www.gemeentegeschiedenis.nl/provincie/Noord-Brabant",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwkuyk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heusden",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen_en_Engelen"
