"id","plaats_in_bron","plaats","start","eind","aantal","geonames","kloekeCode"
13325,"Esveld","Esveld",1758,1770,3,"http://sws.geonames.org/2756001",""
13338,"Essendelft","Assendelft",1682,1724,3,"http://sws.geonames.org/2759631","E082p"
13349,"Franecker","Franeker",1633,1727,3,"http://sws.geonames.org/2755845","B048p"
13352,"Calansoogh","Callantsoog",1699,1750,3,"http://sws.geonames.org/2758027","E006p"
13355,"Sion","Sion",1761,1792,3,"http://sws.geonames.org/2747209",""
13376,"Amelsfoort","Amersfoort",1684,1751,3,"http://sws.geonames.org/2759821","F165p"
13378,"Steedum","Stedum",1751,1783,3,"http://sws.geonames.org/2746813","C074p"
13387,"Coten","Cothen",1693,1754,3,"http://sws.geonames.org/2757899","K038p"
13397,"Eijselmonde","IJsselmonde",1719,1762,3,"http://sws.geonames.org/2753359","K047a"
13400,"Cappelle op den ijssel","Capelle aan den IJssel",1741,1772,3,"http://sws.geonames.org/2758012","K011p"
13403,"Hellendoorn","Hellendoorn",1695,1753,3,"http://sws.geonames.org/2754457","G168p"
13444,"Oosterwalt","Oosterwolde",1765,1771,3,"http://sws.geonames.org/2749391","F023p"
13446,"Haven","Drunen",1689,1779,3,"http://sws.geonames.org/2756543","K143p"
13450,"Maarsse","Maarssen",1766,1768,3,"http://sws.geonames.org/2751316","E189p"
13451,"Ligtenbergh","Lichtenberg",1758,1775,3,"http://sws.geonames.org/2751654",""
13452,"Romont","Roermond",1701,1762,3,"http://sws.geonames.org/2748000","L329p"
13469,"Terwolde","Terwolde",1766,1777,3,"http://sws.geonames.org/2746395","F131p"
13489,"Wons","Wons",1769,1788,3,"http://sws.geonames.org/2744189","B080a"
13505,"Martendijk","Maartensdijk",1775,1794,3,"http://sws.geonames.org/2751310","E193p"
13507,"Rarop","Ransdorp",1686,1776,3,"http://sws.geonames.org/2748327","E107p"
13532,"Schellingwouw","Schellingwoude",1690,1783,3,"http://sws.geonames.org/2747640","E108p"
13540,"Calslagen","Kalslagen",1682,1782,3,"http://sws.geonames.org/2753122",""
13546,"Erkum","Erichem",1767,1780,3,"http://sws.geonames.org/2756044","L040a"
13554,"Mildam","Mildam",1717,1783,3,"http://sws.geonames.org/2750805","F019a"
13571,"Maeslandtsluijs","Maassluis",1661,1775,3,"http://sws.geonames.org/2751285","I007p"
13592,"Gramsbergen","Gramsbergen",1643,1771,3,"http://sws.geonames.org/2755371","G094p"
13615,"Muijderbergh","Muiderberg",1668,1719,3,"http://sws.geonames.org/2750567","E123p"
13619,"Groenendaal","Groenendaal",1689,1792,3,"http://sws.geonames.org/2755298","F174z"
13631,"sgravelant","s-Graveland",1679,1713,3,"http://sws.geonames.org/2747377","E158p"
13636,"Warrens","Warns",1711,1773,3,"http://sws.geonames.org/2745005","F027a"
13638,"Gaast","Gaast",1712,1716,3,"http://sws.geonames.org/2755789","B109h"
13650,"Mijdreght","Mijdrecht",1696,1713,3,"http://sws.geonames.org/2750815","E149p"
13651,"Watergangh","Watergang",1689,1710,3,"http://sws.geonames.org/2744977",""
13660,"Witmars","Witmarsum",1714,1772,3,"http://sws.geonames.org/2744303","B080p"
13668,"Nijveen","Nijeveen",1767,1777,3,"http://sws.geonames.org/2750075","F072p"
13698,"Schoonhaven","Schoonhoven",1719,1785,3,"http://sws.geonames.org/2747506","K020p"
13699,"Zonderdorp","Zunderdorp",1772,1780,3,"http://sws.geonames.org/2743620","E106a"
13712,"Nigteregt","Nigtevecht",1774,1775,3,"http://sws.geonames.org/2750106","E123a"
13728,"Schravelant","s-Graveland",1703,1715,3,"http://sws.geonames.org/2747377","E158p"
13758,"Franieker","Franeker",1678,1715,3,"http://sws.geonames.org/2755845","B048p"
13760,"Amijden","Ameide",1685,1714,3,"http://sws.geonames.org/2759849","K027p"
13762,"Houwersiel","Houwerzijl",1695,1709,3,"http://sws.geonames.org/2753534","C024a"
13767,"Osanen","Oostzaan",1648,1705,3,"http://sws.geonames.org/2749320","E087p"
13770,"Quadijck","Kwadijk",1649,1708,3,"http://sws.geonames.org/2752140","E073p"
13773,"Breuckel","Breukelen",1646,1661,3,"http://sws.geonames.org/2758333","E157p"
13775,"Cokenge","Kockengen",1682,1690,3,"http://sws.geonames.org/2752581","E185p"
13783,"Lutjebroeck","Lutjebroek",1681,1684,3,"http://sws.geonames.org/2751379","E038a"
13790,"Enckhuijs","Enkhuizen",1643,1693,3,"http://sws.geonames.org/2756077","E040p"
13808,"Kockengen","Kockengen",1715,1719,3,"http://sws.geonames.org/2752581","E185p"
13814,"Dragt","Drachten",1699,1701,3,"http://sws.geonames.org/2756644","B099p"
13845,"Wildervanck","Wildervank",1684,1690,3,"http://sws.geonames.org/2744431","C186p"
13854,"Cappele","Sprang-Capelle",1749,1783,3,"http://sws.geonames.org/2746903","K139p"
13868,"Vollenhoof","Vollenhove",1711,1727,3,"http://sws.geonames.org/2745333","F066p"
13889,"Monnikedam","Monnickendam",1721,1745,3,"http://sws.geonames.org/2750641","E091p"
13899,"Crommeniedijk","Krommeniedijk",1720,1778,3,"http://sws.geonames.org/2752239","E067c"
13917,"Holwaert","Holwerd",1682,1733,3,"http://sws.geonames.org/2753852","B009p"
13926,"Santfoort","Zandvoort",1716,1780,3,"http://sws.geonames.org/2744042","E093p"
13942,"Lijen","Leiden",1712,1790,3,"http://sws.geonames.org/2751773","E167p"
13944,"Heussen","Huissen",1706,1793,3,"http://sws.geonames.org/2753504","L026p"
13950,"Wouwbrugge","Woubrugge",1691,1730,3,"http://sws.geonames.org/2744167","E172p"
13954,"Amerong","Amerongen",1709,1773,3,"http://sws.geonames.org/2759828","F189p"
13955,"Bakkum","Bakkum",1734,1788,3,"http://sws.geonames.org/2759483","E062a"
13971,"Uijen","Uden",1721,1789,3,"http://sws.geonames.org/2746005","L152p"
13973,"Korendijk","Goudswaard",1745,1790,3,"http://sws.geonames.org/2755401","I028p"
14006,"Koedijk","Koedijk",1721,1788,3,"http://sws.geonames.org/2752575","E019p"
14018,"Deelen","Deelen",1736,1773,3,"http://sws.geonames.org/2757667",""
14027,"Ternaat","Ternaard",1745,1746,3,"http://sws.geonames.org/2746424","B010p"
14040,"Randewijk","Randwijk",1750,1762,3,"http://sws.geonames.org/2748329","L018p"
14043,"Drieborg","Drieborg",1754,1792,3,"http://sws.geonames.org/2756616","C134p"
14047,"Scheemt","Scheemda",1694,1788,3,"http://sws.geonames.org/2747661","C128p"
14064,"Nieuwolde","Nieuwolda",1756,1790,3,"http://sws.geonames.org/2750154","C122p"
14113,"Wagenberg","Wagenberg",1774,1776,3,"http://sws.geonames.org/2745091","K158a"
14123,"Borkulo","Borculo",1720,1778,3,"http://sws.geonames.org/2758626","G252p"
14132,"Langeveen","Langeveen",1751,1788,3,"http://sws.geonames.org/2751911","G141a"
14141,"De holm","De Holm",1722,1771,3,"http://sws.geonames.org/2757523",""
14142,"Soele","Zoelen",1744,1773,3,"http://sws.geonames.org/2743861","L041p"
14152,"Cudelstaart","Kudelstaart",1681,1758,3,"http://sws.geonames.org/2752178",""
14153,"Ter Aa","Ter Aar",1750,1768,3,"http://sws.geonames.org/2746478","E143p"
14155,"Hadersouw","Hazerswoude-Dorp",1692,1768,3,"http://sws.geonames.org/2754724","E174p"
14156,"Wenschooten","Winschoten",1719,1793,3,"http://sws.geonames.org/2744344","C161p"
14162,"De velde","De Velde",1726,1785,3,"http://sws.geonames.org/2756989",""
14170,"Neerden","Naarden",1731,1788,3,"http://sws.geonames.org/2750521","E125p"
14172,"Dinteren","Dinther",1756,1774,3,"http://sws.geonames.org/2756796","L178a"
14190,"Twello","Twello",1725,1765,3,"http://sws.geonames.org/2746060","F155p"
14218,"Esch","Esch",1752,1793,3,"http://sws.geonames.org/2756030","K171p"
14241,"Mill","Mill",1771,1787,3,"http://sws.geonames.org/2750802","L158p"
14242,"Nuland","Nuland",1762,1789,3,"http://sws.geonames.org/2749772","L145p"
14244,"Elburen","Elburg",1741,1788,3,"http://sws.geonames.org/2756232","F100p"
14250,"Woerd","Woerd",1693,1786,3,"http://sws.geonames.org/2744249",""
14263,"Boertang","Bourtange",1752,1784,3,"http://sws.geonames.org/2758514","C199p"
14292,"Swartesluijs","Zwartsluis",1644,1726,3,"http://sws.geonames.org/2743518","F083p"
14300,"Wiesel","Wiesel",1744,1788,3,"http://sws.geonames.org/2744520",""
14305,"Schiermonnikoog","Schiermonnikoog",1759,1790,3,"http://sws.geonames.org/2747591","B004p"
14330,"Urck","Urk",1699,1702,3,"http://sws.geonames.org/2745932","F077p"
14332,"Beeverwijk","Beverwijk",1696,1734,3,"http://sws.geonames.org/2758998","E079p"
14338,"Monnekedam","Monnickendam",1705,1705,3,"http://sws.geonames.org/2750641","E091p"
14349,"Werverhoof","Wervershoof",1709,1709,3,"http://sws.geonames.org/2744820","E034p"
14351,"Grootebroeck","Grootebroek",1709,1712,3,"http://sws.geonames.org/2755211","E038p"
14360,"Mindersga","Minnertsga",1717,1780,3,"http://sws.geonames.org/2750790","B046a"
14367,"Oosterleek","Oosterleek",1725,1779,3,"http://sws.geonames.org/2749435","E061p"
14380,"Teijlingen","Teijlingen",1750,1791,3,"http://sws.geonames.org/2746500",""
14383,"Rolde","Rolde",1740,1790,3,"http://sws.geonames.org/2747979","G007p"
14384,"America","America",1763,1792,3,"http://sws.geonames.org/2759831","L244c"
14430,"Lewaerden","Leeuwarden",1691,1737,3,"http://sws.geonames.org/2751792","B056p"
14433,"Wils","Wilnis",1726,1764,3,"http://sws.geonames.org/2744376","E150p"
14445,"Hagestijn","Hagestein",1687,1740,3,"http://sws.geonames.org/2754962","K031p"
14447,"Caudum","Koudum",1746,1775,3,"http://sws.geonames.org/2752367","F028p"
14459,"Elshof","Elshof",1745,1763,3,"http://sws.geonames.org/2756174",""
14466,"Griepskerk","Grijpskerk",1745,1794,3,"http://sws.geonames.org/2755317","B042p"
14474,"Oosterlittens","Oosterlittens",1705,1751,3,"http://sws.geonames.org/2749434","B083b"
14478,"Emmerlo","Ermelo",1752,1755,3,"http://sws.geonames.org/2756039","F122p"
14486,"Zutloo","Zuidloo",1731,1772,3,"http://sws.geonames.org/2743678",""
14493,"Kraan","Kraan",1747,1785,3,"http://sws.geonames.org/2752345",""
14530,"Engelbert","Engelbert",1738,1776,3,"http://sws.geonames.org/2756097","C112p"
14561,"Oenkerk","Oentsjerk",1735,1777,3,"http://sws.geonames.org/2749708","B028a"
14566,"Hekelingen","Hekelingen",1752,1784,3,"http://sws.geonames.org/2754491","K082a"
14571,"Breeden","Breede",1732,1776,3,"http://sws.geonames.org/2758386",""
14579,"Holwart","Holwerd",1730,1765,3,"http://sws.geonames.org/2753852","B009p"
14581,"Hofwegen","Hofwegen",1730,1734,3,"http://sws.geonames.org/2753957",""
14590,"Rijsbergen","Rijsbergen",1732,1761,3,"http://sws.geonames.org/2748091","K180p"
14593,"Wiskerken","Wissenkerke",1733,1790,3,"http://sws.geonames.org/2744317","I047p"
14601,"Catwijck op zee","Katwijk",1719,1772,3,"http://sws.geonames.org/2753011","E134p"
14603,"t veen","t Veen",1710,1758,3,"http://sws.geonames.org/2754197",""
14607,"Dockkum","Dokkum",1733,1757,3,"http://sws.geonames.org/2756759","B030p"
14649,"Ligtevoort","Lichtenvoorde",1714,1750,3,"http://sws.geonames.org/2751651","M007p"
14661,"Warrega","Wergea",1712,1750,3,"http://sws.geonames.org/2745018","B093p"
14667,"Linne","Linne",1697,1773,3,"http://sws.geonames.org/2751566","L376p"
14668,"Rijnseveen","Veenendaal",1736,1757,3,"http://sws.geonames.org/2745774","F191p"
14687,"Schermenhorn","Schermerhorn",1727,1767,3,"http://sws.geonames.org/2747617","E051p"
14697,"Colem","Kollum",1725,1734,3,"http://sws.geonames.org/2752524","B035p"
14699,"Rantrop","Ransdorp",1715,1728,3,"http://sws.geonames.org/2748327","E107p"
14701,"Borch","Den Burg",1728,1772,3,"http://sws.geonames.org/2757244","A008p"
14717,"Wedden","Wedde",1725,1789,3,"http://sws.geonames.org/2744944","C190p"
14730,"Borkolo","Borculo",1710,1730,3,"http://sws.geonames.org/2758626","G252p"
14732,"Randwijk","Randwijk",1730,1764,3,"http://sws.geonames.org/2748329","L018p"
14733,"Huisen","Huizen",1730,1773,3,"http://sws.geonames.org/2753468","E127p"
14735,"Onderdendam","Onderdendam",1732,1742,3,"http://sws.geonames.org/2749601","C032a"
14746,"Noortdorp","Nootdorp",1728,1789,3,"http://sws.geonames.org/2749800","E197p"
14751,"Ziek","Ziek",1732,1777,3,"http://sws.geonames.org/2743914",""
14753,"Ternate","Ternaard",1701,1729,3,"http://sws.geonames.org/2746424","B010p"
14754,"Stegen","Stegen",1684,1729,3,"http://sws.geonames.org/2746757",""
14763,"Vlagtwedde","Vlagtwedde",1732,1792,3,"http://sws.geonames.org/2745461","C193p"
14785,"Schonauwen","Schonauwen",1729,1734,3,"http://sws.geonames.org/2747523",""
14789,"Zeist","Zeist",1736,1787,3,"http://sws.geonames.org/2743977","E229p"
14790,"Sneck","Sneek",1736,1756,3,"http://sws.geonames.org/2747063","B112p"
14797,"Jelsum","Jelsum",1734,1744,3,"http://sws.geonames.org/2753256","B055p"
14807,"Hoef","Hoef",1707,1783,3,"http://sws.geonames.org/2754033","F124a"
14819,"Beckum","Beckum",1695,1733,3,"http://sws.geonames.org/2759363","G230p"
14824,"Couverde","Coevorden",1703,1762,3,"http://sws.geonames.org/2757937","G095p"
14855,"Veele","Veele",1737,1774,3,"http://sws.geonames.org/2745788","C193a"
14894,"Montfoord","Montfoort",1733,1745,3,"http://sws.geonames.org/2750626","E217p"
14897,"Koote","Cothen",1741,1758,3,"http://sws.geonames.org/2757899","K038p"
14902,"Egten","Echten",1738,1771,3,"http://sws.geonames.org/2756440","G074h"
14904,"Spengen","Spengen",1737,1769,3,"http://sws.geonames.org/2746952",""
14940,"Versevelt","Varsseveld",1715,1761,3,"http://sws.geonames.org/2745800","M004p"
14954,"Oosterblokken","Oosterblokker",1724,1772,3,"http://sws.geonames.org/2749496","E035a"
14960,"Calslage","Kalslagen",1724,1752,3,"http://sws.geonames.org/2753122",""
14988,"Wimmenum","Wimmenum",1759,1763,3,"http://sws.geonames.org/2744365",""
14989,"Amersfoorth","Amersfoort",1763,1767,3,"http://sws.geonames.org/2759821","F165p"
15004,"Gemer","Gemert",1758,1775,3,"http://sws.geonames.org/2755605","L207p"
15008,"Ginkel","Ginkel",1719,1740,3,"http://sws.geonames.org/2755500",""
15014,"Niesen","Nisse",1740,1768,3,"http://sws.geonames.org/2750033","I092p"
15031,"Camperduijn","Camperduin",1683,1786,3,"http://sws.geonames.org/2758020",""
15052,"Ravenswaaij","Ravenswaaij",1748,1775,3,"http://sws.geonames.org/2748306","K040q"
15062,"Bussum","Bussum",1746,1761,3,"http://sws.geonames.org/2758064","E126p"
15066,"Serrusterveen","Surhuisterveen",1742,1785,3,"http://sws.geonames.org/2746558","B068p"
15073,"Steenwijkerhout","Steenwijkerwold",1724,1738,3,"http://sws.geonames.org/2746761","F059p"
15077,"Emmens","Eemnes",1740,1793,3,"http://sws.geonames.org/2756394","E162p"
15122,"Scherenberg","s-Heerenberg",1720,1766,3,"http://sws.geonames.org/2747357","L084p"
15127,"Apkouw","Abcoude",1704,1757,3,"http://sws.geonames.org/2760067","E120p"
15129,"Ootmaarsen","Ootmarsum",1721,1771,3,"http://sws.geonames.org/2749317","G177p"
15139,"Auwert","Aduard",1720,1750,3,"http://sws.geonames.org/2759961","C068p"
15143,"Wilp","Wilp",1714,1722,3,"http://sws.geonames.org/2744373","F156p"
15152,"Vaart","Vaart",1707,1728,3,"http://sws.geonames.org/2747368",""
15156,"Risen","Rijssen",1699,1749,3,"http://sws.geonames.org/2748083","G197p"
15194,"Dwingeloo","Dwingeloo",1724,1775,3,"http://sws.geonames.org/2756451","G024p"
15202,"Waer","Waarde",1684,1723,3,"http://sws.geonames.org/2745118","I100p"
15222,"Helten","Helden",1725,1766,3,"http://sws.geonames.org/2754482","L291p"
15230,"Woldorp","Woldendorp",1726,1749,3,"http://sws.geonames.org/2744228","C088p"
15236,"Ittersum","Ittersum",1724,1732,3,"http://sws.geonames.org/2753298","F105p"
15287,"Loopick","Lopik",1643,1749,3,"http://sws.geonames.org/2751436","K023p"
15289,"Groenlo","Groenlo",1749,1781,3,"http://sws.geonames.org/2755281","G280p"
15290,"Bekken","Beckum",1749,1789,3,"http://sws.geonames.org/2759363","G230p"
15296,"Cuijnder","Kuinre",1684,1757,3,"http://sws.geonames.org/2752162","F052p"
15300,"Opheemert","Ophemert",1773,1788,3,"http://sws.geonames.org/2749298","L046p"
15307,"Holland","Holland",1769,1776,3,"http://sws.geonames.org/2753920",""
15311,"Zetten","Zetten",1739,1777,3,"http://sws.geonames.org/2743952","L020p"
15312,"Renkum","Renkum",1757,1791,3,"http://sws.geonames.org/2748236","L014p"
15316,"Genep","Gennep",1725,1786,3,"http://sws.geonames.org/2755584","L164p"
15336,"Slewijk","Sleeuwijk",1722,1762,3,"http://sws.geonames.org/2747178","K100a"
15369,"Bornen","Borne",1724,1772,3,"http://sws.geonames.org/2758598","G201p"
15382,"Broek in waterlant","Broek in Waterland",1719,1724,3,"http://sws.geonames.org/2758258","E090p"
15383,"Heerlen","Heerlen",1715,1772,3,"http://sws.geonames.org/2754652","Q113p"
15384,"Ranstrop","Ransdorp",1723,1727,3,"http://sws.geonames.org/2748327","E107p"
15392,"Wijk te duursteden","Wijk bij Duurstede",1728,1771,2,"http://sws.geonames.org/2744483","L001p"
15403,"Randerop","Ransdorp",1764,1774,2,"http://sws.geonames.org/2748327","E107p"
15420,"Prinseland","Princenhage",1771,1793,2,"http://sws.geonames.org/2748457","K178p"
15440,"Damwoude","Dantumawoude",1758,1760,2,"http://sws.geonames.org/2757833","B032a"
15487,"Catwoude","Katwoude",1772,1773,2,"http://sws.geonames.org/2753006","E091a"
15506,"Steevenswaart","Stevensweert",1757,1765,2,"http://sws.geonames.org/2746714","L378p"
15513,"Wijngaerden","Wijngaarden",1720,1724,2,"http://sws.geonames.org/2744467","K059p"
15527,"Cudelstaert","Kudelstaart",1707,1721,2,"http://sws.geonames.org/2752178",""
15558,"Deursen","Deursen",1719,1721,2,"http://sws.geonames.org/2757002","L101p"
15564,"Sevenhooven","Zevenhoven",1703,1722,2,"http://sws.geonames.org/2743937","E145p"
15582,"Minnerscha","Minnertsga",1690,1723,2,"http://sws.geonames.org/2750790","B046a"
15583,"Bunnink","Bunnik",1723,1777,2,"http://sws.geonames.org/2758106","E228p"
15598,"Krommenij","Krommenie",1723,1724,2,"http://sws.geonames.org/2752240","E067p"
15600,"Borkuloo","Borculo",1722,1723,2,"http://sws.geonames.org/2758626","G252p"
15637,"Middelsum","Middelstum",1724,1754,2,"http://sws.geonames.org/2750868","C034p"
15659,"Wilnis","Wilnis",1722,1723,2,"http://sws.geonames.org/2744376","E150p"
15673,"Utreht","Utrecht",1721,1746,2,"http://sws.geonames.org/2745912","E192p"
15706,"Heemse","Heemse",1735,1737,2,"http://sws.geonames.org/2754700","G114p"
15741,"Erken","Arkens",1737,1741,2,"http://sws.geonames.org/2759670","B048z"
15755,"Wins","Wyns",1735,1789,2,"http://sws.geonames.org/2744458","B025p"
15778,"Uitdam","Uitdam",1719,1734,2,"http://sws.geonames.org/2745990","E107b"
15782,"Oostenbroek","Oosterbroek",1734,1746,2,"http://sws.geonames.org/2749490",""
15784,"Needen","Neede",1734,1789,2,"http://sws.geonames.org/2750460","G251p"
15800,"Lintschooten","Linschoten",1734,1753,2,"http://sws.geonames.org/2751561","E216p"
15826,"Vieanen","Vianen",1714,1734,2,"http://sws.geonames.org/2745580","K030p"
15834,"Laré","Laren",1696,1734,2,"http://sws.geonames.org/2751874","E129p"
15838,"Beetgem","Bitgum",1741,1775,2,"http://sws.geonames.org/2759283","B052a"
15851,"Wintschooten","Winschoten",1636,1738,2,"http://sws.geonames.org/2744344","C161p"
15926,"Ruunen","Ruinen",1741,1773,2,"http://sws.geonames.org/2747835","G048p"
15937,"Cockengen","Kockengen",1740,1789,2,"http://sws.geonames.org/2752581","E185p"
16010,"Buin","Buinen",1731,1749,2,"http://sws.geonames.org/2758156","G012z"
16020,"Anjun","Anjum",1730,1761,2,"http://sws.geonames.org/2759757","B013b"
16039,"Nieuw niedorp","Nieuwe-Niedorp",1707,1731,2,"http://sws.geonames.org/2750278","E024p"
16054,"Dreunen","Drunen",1732,1787,2,"http://sws.geonames.org/2756543","K143p"
16059,"Amsersfoort","Amersfoort",1732,1744,2,"http://sws.geonames.org/2759821","F165p"
16096,"Nijhoven","Nijhoven",1730,1753,2,"http://sws.geonames.org/2750069",""
16193,"Koorendijk","Goudswaard",1737,1780,2,"http://sws.geonames.org/2755401","I028p"
16217,"Feer","Veere",1734,1776,2,"http://sws.geonames.org/2745739","I066p"
16253,"Unen","Oene",1726,1752,2,"http://sws.geonames.org/2749712","F115p"
16284,"IJzelstijn","IJsselstein",1728,1757,2,"http://sws.geonames.org/2753355","E224p"
16291,"Schellingwou","Schellingwoude",1681,1725,2,"http://sws.geonames.org/2747640","E108p"
16319,"Breukelerveen","Breukelen",1725,1759,2,"http://sws.geonames.org/2758333","E157p"
16330,"Enkuijsen","Enkhuizen",1725,1728,2,"http://sws.geonames.org/2756077","E040p"
16343,"Westvlielandt","Vlieland",1696,1725,2,"http://sws.geonames.org/2745419",""
16348,"Hardenburgh","Hardenberg",1725,1729,2,"http://sws.geonames.org/2754861","G113p"
16353,"Odijk","Odijk",1725,1729,2,"http://sws.geonames.org/2749736","E230p"
16359,"Beugen","Beugen",1708,1726,2,"http://sws.geonames.org/2759027","L162p"
16402,"IJzerlo","IJzerlo",1730,1759,2,"http://sws.geonames.org/2753340","M048p"
16411,"Haerden","Hierden",1685,1731,2,"http://sws.geonames.org/2754097","F109p"
16426,"Swartesluis","Zwartsluis",1733,1786,2,"http://sws.geonames.org/2743518","F083p"
16474,"Eijberge","Eibergen",1718,1728,2,"http://sws.geonames.org/2756295","G255p"
16478,"Oudemardum","Oudemirdum",1732,1732,2,"http://sws.geonames.org/2749061","F036p"
16494,"Hindelope","Hindeloopen",1730,1787,2,"http://sws.geonames.org/2754059","F002p"
16505,"Annen","Annen",1730,1766,2,"http://sws.geonames.org/2759729","C182p"
16524,"Elzen","Elzen",1731,1745,2,"http://sws.geonames.org/2756154",""
16535,"Zenderen","Zenderen",1729,1787,2,"http://sws.geonames.org/2743959","G200p"
16538,"De belt","De Belt",1721,1786,2,"http://sws.geonames.org/2757797",""
16556,"Seevenhooven","Zevenhoven",1682,1722,2,"http://sws.geonames.org/2743937","E145p"
16562,"Westvlielant","Vlieland",1720,1721,2,"http://sws.geonames.org/2745419",""
16563,"Oostzaenen","Oostzaan",1720,1727,2,"http://sws.geonames.org/2749320","E087p"
16565,"Vriesen","Vries",1720,1764,2,"http://sws.geonames.org/2745189","C177p"
16576,"Nijbroek","Nijbroek",1721,1722,2,"http://sws.geonames.org/2750102","F130p"
16580,"Dever","Diever",1720,1720,2,"http://sws.geonames.org/2756855","F051p"
16588,"Uffelten","Uffelte",1723,1727,2,"http://sws.geonames.org/2746000","F062p"
16608,"Staeveren","Stavoren",1721,1732,2,"http://sws.geonames.org/2746816","F026p"
16613,"Tilborch","Tilburg",1721,1730,2,"http://sws.geonames.org/2746301","K183p"
16614,"Wester embden","Westeremden",1721,1768,2,"http://sws.geonames.org/2744753","C038p"
16627,"Diemerbrug","Diemen",1723,1726,2,"http://sws.geonames.org/2756888","E111b"
16633,"Rijsenburg","Rijsenburg",1721,1756,2,"http://sws.geonames.org/2748087","E232p"
16645,"Zevenhooven","Zevenhoven",1722,1741,2,"http://sws.geonames.org/2743937","E145p"
16659,"Boekelo","Boekelo",1724,1749,2,"http://sws.geonames.org/2758755","G231p"
16666,"Oskert","Usquert",1722,1775,2,"http://sws.geonames.org/2745918","C030p"
16710,"Anloo","Anloo",1724,1753,2,"http://sws.geonames.org/2759746","C183p"
16714,"Tienhooven","Tienhoven",1721,1725,2,"http://sws.geonames.org/2746322","K027a"
16734,"Nijeveen","Nijeveen",1726,1731,2,"http://sws.geonames.org/2750075","F072p"
16736,"Amstrerdam","Amsterdam",1727,1744,2,"http://sws.geonames.org/2759794","E109p"
16761,"Eepe","Epe",1726,1770,2,"http://sws.geonames.org/2756059","F112p"
16765,"Trent","Trent",1725,1743,2,"http://sws.geonames.org/2746165",""
16782,"Oer","Boornzwaag over de Wielen",1724,1744,2,"http://sws.geonames.org/2758628",""
16792,"Breunen","Brummen",1728,1732,2,"http://sws.geonames.org/2758177","F178p"
16802,"Elft","Elft",1713,1727,2,"http://sws.geonames.org/2756213",""
16806,"Oosthuisen","Oosthuizen",1724,1732,2,"http://sws.geonames.org/2749366","E074p"
16809,"Deutekum","Doetinchem",1727,1728,2,"http://sws.geonames.org/2756767","L037p"
16814,"Doornburg","Doornenburg",1741,1749,2,"http://sws.geonames.org/2756683","L076p"
16829,"Meije","Meije",1744,1747,2,"http://sws.geonames.org/2750997","E179q"
16842,"Zeeventer","Zevenaar",1740,1748,2,"http://sws.geonames.org/2743949","L033p"
16846,"Leijmuijde","Leimuiden",1743,1755,2,"http://sws.geonames.org/2751750","E141p"
16943,"Twisch","Twisk",1716,1718,2,"http://sws.geonames.org/2746048","E030a"
16958,"Muijdenberg","Muiderberg",1681,1724,2,"http://sws.geonames.org/2750567","E123p"
16965,"Eerswoude","Aartswoud",1723,1765,2,"http://sws.geonames.org/2760085","E024a"
16974,"Jouwer in vriesland","Joure",1731,1744,2,"http://sws.geonames.org/2753197","F007p"
17003,"Oudcarspel","Oudkarspel",1754,1767,2,"http://sws.geonames.org/2748943","E020p"
17058,"Vught","Vught",1718,1745,2,"http://sws.geonames.org/2745154","K168p"
17070,"Wittewierum","Wittewierum",1756,1756,2,"http://sws.geonames.org/2744264","C077q"
17131,"Wierde","Wierden",1743,1763,2,"http://sws.geonames.org/2744549","G172p"
17134,"Haselt","Hasselt",1743,1788,2,"http://sws.geonames.org/2754779","F085p"
17173,"Bussem","Bussum",1744,1786,2,"http://sws.geonames.org/2758064","E126p"
17196,"Driesum","Driezum",1747,1748,2,"http://sws.geonames.org/2756577","B032p"
17217,"Garderen","Garderen",1746,1777,2,"http://sws.geonames.org/2755732","F145p"
17243,"Haalderen","Haalderen",1742,1749,2,"http://sws.geonames.org/2755026","L069a"
17252,"Goudrak","Gouderak",1743,1758,2,"http://sws.geonames.org/2755410","K014p"
17289,"Balken","Balk",1740,1757,2,"http://sws.geonames.org/2759472","F034p"
17321,"Huusen","Huissen",1739,1787,2,"http://sws.geonames.org/2753504","L026p"
17346,"Zuijdlandt","Zuidland",1747,1747,2,"http://sws.geonames.org/2743683","I027p"
17382,"Surick","Zurich",1739,1771,2,"http://sws.geonames.org/2743611","B079p"
17433,"Rossen","Rossum",1691,1752,2,"http://sws.geonames.org/2747908","L090p"
17460,"Diemerburg","Diemen",1759,1759,2,"http://sws.geonames.org/2756888","E111b"
17469,"Ude","Uden",1763,1773,2,"http://sws.geonames.org/2746005","L152p"
17487,"Hillegersbergh","Hillegersberg",1719,1743,2,"http://sws.geonames.org/2754074","K007p"
17508,"Sapmeer in groningen","Sappemeer",1757,1762,2,"http://sws.geonames.org/2747758","C153p"
17510,"Usen","Huissen",1762,1773,2,"http://sws.geonames.org/2753504","L026p"
17514,"Moerdregt","Moordrecht",1735,1772,2,"http://sws.geonames.org/2750613","K013p"
17519,"Venraaij","Venray",1750,1788,2,"http://sws.geonames.org/2745634","L210p"
17527,"Berg ambacht","Bergambacht",1681,1773,2,"http://sws.geonames.org/2759158","K018p"
17595,"Osch","Oss",1746,1750,2,"http://sws.geonames.org/2749234","L099p"
17605,"Windheijm","Windesheim",1773,1782,2,"http://sws.geonames.org/2744361","F106p"
