"id","plaats_in_bron","plaats","start","eind","aantal","geonames","kloekeCode"
2166,"Naaldwijk","Naaldwijk",1707,1793,20,"http://sws.geonames.org/2750523","I003p"
2175,"Terveer","Veere",1697,1777,20,"http://sws.geonames.org/2745739","I066p"
2177,"Moerbeek","Moerbeek",1705,1784,20,"http://sws.geonames.org/2750773",""
2178,"Bunschoten","Bunschoten",1646,1792,20,"http://sws.geonames.org/2758104","F139p"
2179,"Wateringen","Wateringen",1690,1789,20,"http://sws.geonames.org/2744973","D006p"
2181,"Workom","Workum",1702,1794,20,"http://sws.geonames.org/2744179","F001p"
2186,"Vugt","Vught",1704,1789,20,"http://sws.geonames.org/2745154","K168p"
2192,"Niemwegen","Nijmegen",1716,1785,20,"http://sws.geonames.org/2750053","L071p"
2198,"Vendeloo","Venlo",1708,1790,20,"http://sws.geonames.org/2745641","L271p"
2200,"Cortgene","Kortgene",1719,1752,20,"http://sws.geonames.org/2752399","I067p"
2203,"Moordrecht","Moordrecht",1710,1788,20,"http://sws.geonames.org/2750613","K013p"
2204,"Rijswijck","Rijswijk",1682,1740,20,"http://sws.geonames.org/2748076","E196p"
2212,"Roode","Roden",1694,1791,20,"http://sws.geonames.org/2748026","C146p"
2213,"Maaslandsluis","Maassluis",1706,1770,20,"http://sws.geonames.org/2751285","I007p"
2216,"Nigtevegt","Nigtevecht",1699,1769,20,"http://sws.geonames.org/2750106","E123a"
2224,"Dingen","Dingen",1703,1788,19,"http://sws.geonames.org/2756808",""
2232,"Deutekom","Doetinchem",1703,1792,19,"http://sws.geonames.org/2756767","L037p"
2235,"Assel","Assel",1697,1792,19,"http://sws.geonames.org/2759638",""
2240,"Purmerland","Purmerland",1700,1791,19,"http://sws.geonames.org/2748410","E072a"
2253,"Swijndrecht","Zwijndrecht",1693,1786,19,"http://sws.geonames.org/2743493","K090p"
2255,"Geertruijdenburg","Geertruidenberg",1729,1788,19,"http://sws.geonames.org/2755669","K129p"
2262,"Zierkzee","Zierikzee",1704,1790,19,"http://sws.geonames.org/2743913","I049p"
2264,"Langendijk","Langendijk",1684,1788,19,"http://sws.geonames.org/2751929",""
2267,"Campe","Kampen",1668,1785,19,"http://sws.geonames.org/2753106","F090p"
2268,"Beverwijck","Beverwijk",1646,1720,19,"http://sws.geonames.org/2758998","E079p"
2271,"Bassen","Basse",1707,1789,19,"http://sws.geonames.org/2759388",""
2273,"Vleuten","Vleuten",1690,1788,19,"http://sws.geonames.org/2745431","E188p"
2278,"Baren","Baarn",1692,1792,19,"http://sws.geonames.org/2759544","E163p"
2280,"Zirikzee","Zierikzee",1712,1784,19,"http://sws.geonames.org/2743913","I049p"
2281,"Oostend","Vlieland",1703,1786,19,"http://sws.geonames.org/2745419",""
2283,"Sandam","Zaandam",1714,1793,19,"http://sws.geonames.org/2744118","E086p"
2296,"Nooddorp","Nootdorp",1721,1790,19,"http://sws.geonames.org/2749800","E197p"
2298,"Westzaanen","Westzaan",1704,1783,19,"http://sws.geonames.org/2744600","E083p"
2302,"Maaren","Maarn",1736,1791,19,"http://sws.geonames.org/2751320","F185p"
2310,"Sterrenberg","Sterrenberg",1709,1786,19,"http://sws.geonames.org/6544897",""
2315,"Helder","Den Helder",1680,1792,19,"http://sws.geonames.org/2757220","E002p"
2321,"Olst","Olst",1718,1787,18,"http://sws.geonames.org/2749626","F118p"
2324,"Kranenburg","Kranenburg",1699,1789,18,"http://sws.geonames.org/2752300",""
2327,"Medemblik","Medemblik",1707,1793,18,"http://sws.geonames.org/2751073","E014p"
2330,"Homberg","Homberg",1713,1792,18,"http://sws.geonames.org/2753840",""
2345,"Noorthoorn","Noordhorn",1646,1783,18,"http://sws.geonames.org/2749875","C067p"
2346,"Loon op zand","Loon op Zand",1707,1790,18,"http://sws.geonames.org/2751456","K164p"
2348,"Meeren","Meeren",1709,1783,18,"http://sws.geonames.org/2751052",""
2349,"Oldenzaal","Oldenzaal",1709,1794,18,"http://sws.geonames.org/2749644","G207p"
2351,"Nieuwvliet","Nieuwvliet",1711,1794,18,"http://sws.geonames.org/2750120","I104p"
2356,"Delfsziel","Delfzijl",1711,1793,18,"http://sws.geonames.org/2757340","C045p"
2357,"Delfshaaven","Delfshaven",1704,1790,18,"http://sws.geonames.org/2757347","K042p"
2359,"Woudenberg","Woudenberg",1720,1771,18,"http://sws.geonames.org/2744163","F169p"
2370,"Viaanen","Vianen",1705,1773,18,"http://sws.geonames.org/2745580","K030p"
2371,"Haarlen","Haarlem",1699,1790,18,"http://sws.geonames.org/2755003","E097p"
2379,"Schalkwijk","Schalkwijk",1695,1767,18,"http://sws.geonames.org/2747703","K037p"
2381,"Hardewijk","Harderwijk",1718,1793,18,"http://sws.geonames.org/2754848","F108p"
2389,"Briele","Brielle",1700,1793,18,"http://sws.geonames.org/2758326","I009p"
2399,"Graaf","Graaf",1682,1792,18,"http://sws.geonames.org/2755387",""
2401,"Breevoort","Bredevoort",1700,1763,18,"http://sws.geonames.org/2758393","M010p"
2406,"Arum","Arum",1699,1787,18,"http://sws.geonames.org/2759652","B077p"
2418,"Seijst","Zeist",1687,1772,18,"http://sws.geonames.org/2743977","E229p"
2424,"Renswoude","Renswoude",1709,1783,18,"http://sws.geonames.org/2748228","F190p"
2435,"Ransdorp","Ransdorp",1678,1780,18,"http://sws.geonames.org/2748327","E107p"
2437,"Delfgauw","Delfgauw",1707,1793,17,"http://sws.geonames.org/2757349","E198a"
2438,"Shaege","'s-Gravenhage",1744,1778,17,"http://sws.geonames.org/2747373","D005p"
2439,"Maesluijs","Maassluis",1703,1754,17,"http://sws.geonames.org/2751285","I007p"
2446,"Zaltbommel","Zaltbommel",1759,1791,17,"http://sws.geonames.org/2744102","K117p"
2448,"Nieuwcoop","Nieuwkoop",1689,1770,17,"http://sws.geonames.org/2750187","E177p"
2460,"Leijmuijden","Leimuiden",1727,1792,17,"http://sws.geonames.org/2751750","E141p"
2466,"Wanneperveen","Wanneperveen",1683,1785,17,"http://sws.geonames.org/2745048","F071p"
2473,"Hillegondsberg","Hillegersberg",1732,1791,17,"http://sws.geonames.org/2754074","K007p"
2475,"Delfhaven","Delfshaven",1684,1786,17,"http://sws.geonames.org/2757347","K042p"
2476,"Lith","Lith",1731,1790,17,"http://sws.geonames.org/2751543","L093p"
2479,"Berkhout","Berkhout",1710,1779,17,"http://sws.geonames.org/2759070","E056p"
2490,"Alblas","Oud-Alblas",1707,1786,17,"http://sws.geonames.org/2749189","K058p"
2493,"Berkelo","Borculo",1693,1788,17,"http://sws.geonames.org/2758626","G252p"
2501,"Den burg","Den Burg",1701,1793,17,"http://sws.geonames.org/2757244","A008p"
2503,"Veen","Veen",1705,1776,17,"http://sws.geonames.org/2745784","K109p"
2505,"Ter Tholen","Tholen",1700,1762,17,"http://sws.geonames.org/2746351","I077p"
2507,"Rotterd","Rotterdam",1700,1790,17,"http://sws.geonames.org/2747891","K005p"
2508,"Nieuw beijerland","Nieuw-Beijerland",1700,1779,17,"http://sws.geonames.org/2750371","K082p"
2511,"Raamsdonk","Raamsdonk",1700,1792,17,"http://sws.geonames.org/2748363","K130p"
2512,"Gouw","Gouda",1662,1708,17,"http://sws.geonames.org/2755420","E209p"
2521,"Benthuijsen","Benthuizen",1686,1777,17,"http://sws.geonames.org/2759178","E202p"
2525,"Monfoort","Montfoort",1696,1775,17,"http://sws.geonames.org/2750626","E217p"
2539,"Molqueren","Molkwerum",1681,1788,17,"http://sws.geonames.org/2750647","F027p"
2540,"Wijngaarden","Wijngaarden",1680,1771,17,"http://sws.geonames.org/2744467","K059p"
2541,"Leest","Leest",1719,1776,17,"http://sws.geonames.org/2751795",""
2543,"Mook","Mook",1695,1787,17,"http://sws.geonames.org/2750621","L115p"
2547,"Barendregt","Barendrecht",1704,1779,17,"http://sws.geonames.org/2759426","K047p"
2557,"Schermerhoorn","Schermerhorn",1635,1780,17,"http://sws.geonames.org/2747617","E051p"
2560,"Huijsduijnen","Huisduinen",1636,1752,17,"http://sws.geonames.org/2753510","E001p"
2567,"Rode","Roden",1720,1792,16,"http://sws.geonames.org/2748026","C146p"
2573,"Westerblokker","Westerblokker",1708,1785,16,"http://sws.geonames.org/2744770","E000p"
2578,"Tergou","Gouda",1683,1779,16,"http://sws.geonames.org/2755420","E209p"
2581,"Rotteval","Rottevalle",1721,1792,16,"http://sws.geonames.org/2747886","B098p"
2584,"Wijk bij duurstede","Wijk bij Duurstede",1707,1790,16,"http://sws.geonames.org/2744483","L001p"
2587,"Wierden","Wierden",1717,1779,16,"http://sws.geonames.org/2744549","G172p"
2613,"Renen","Rhenen",1635,1772,16,"http://sws.geonames.org/2748185","L008p"
2618,"Es","Esch",1689,1775,16,"http://sws.geonames.org/2756030","K171p"
2619,"Waveren","Waverveen",1678,1791,16,"http://sws.geonames.org/2744947","E151a"
2621,"Streijen","Strijen",1715,1789,16,"http://sws.geonames.org/2746609","K124p"
2623,"Zaamslag","Zaamslag",1718,1775,16,"http://sws.geonames.org/2744122","I138p"
2636,"Vrieseveen","Vriezenveen",1692,1789,16,"http://sws.geonames.org/2745182","G171p"
2639,"Eijselsteijn","IJsselstein",1712,1771,16,"http://sws.geonames.org/2753355","E224p"
2640,"Olenbroek","Oldebroek",1716,1791,16,"http://sws.geonames.org/2749668","F102p"
2661,"Visvliet","Visvliet",1638,1775,16,"http://sws.geonames.org/2745471","B041p"
2668,"Zoelen","Zoelen",1701,1786,16,"http://sws.geonames.org/2743861","L041p"
2671,"De streek","De Streek",1697,1770,16,"http://sws.geonames.org/2757034",""
2674,"Durkerdam","Durgerdam",1690,1767,16,"http://sws.geonames.org/2756485","E108a"
2675,"Hensbroek","Hensbroek",1686,1793,16,"http://sws.geonames.org/2754375","E049p"
2682,"Schidam","Schiedam",1682,1786,16,"http://sws.geonames.org/2747596","K003p"
2683,"Lijde","Leiden",1693,1777,16,"http://sws.geonames.org/2751773","E167p"
2692,"Maaslantsluijs","Maassluis",1699,1762,16,"http://sws.geonames.org/2751285","I007p"
2693,"Egmont op zee","Egmond aan Zee",1681,1785,16,"http://sws.geonames.org/2756301","E041p"
2695,"Streefkerk","Streefkerk",1700,1790,16,"http://sws.geonames.org/2746623","K056p"
2699,"Gastel","Gastel",1705,1778,16,"http://sws.geonames.org/2755709",""
2700,"Rooden","Roden",1686,1789,16,"http://sws.geonames.org/2748026","C146p"
2701,"Hasersou","Hazerswoude-Dorp",1681,1711,16,"http://sws.geonames.org/2754724","E174p"
2715,"Abcou","Abcoude",1678,1786,15,"http://sws.geonames.org/2760067","E120p"
2721,"Opperdoes","Opperdoes",1682,1786,15,"http://sws.geonames.org/2749281","E014a"
2722,"Apeldoorn","Apeldoorn",1694,1790,15,"http://sws.geonames.org/2759706","F151p"
2723,"Urk","Urk",1718,1788,15,"http://sws.geonames.org/2745932","F077p"
2746,"Leek","Leek",1702,1786,15,"http://sws.geonames.org/2751834","C144p"
2748,"Lexmont","Lexmond",1686,1779,15,"http://sws.geonames.org/2751665","K034p"
2759,"Pijnacker","Pijnacker",1734,1777,15,"http://sws.geonames.org/2748591","E199p"
2770,"Baaren","Baarn",1699,1771,15,"http://sws.geonames.org/2759544","E163p"
2774,"Leens","Leens",1717,1793,15,"http://sws.geonames.org/2751813","C024p"
2779,"Lantsmeer","Landsmeer",1689,1778,15,"http://sws.geonames.org/2751980","E088p"
2781,"Westvlieland","Vlieland",1691,1744,15,"http://sws.geonames.org/2745419",""
2785,"Aalte","Aalten",1703,1776,15,"http://sws.geonames.org/2760123","M009p"
2790,"Voorhout","Voorhout",1699,1785,15,"http://sws.geonames.org/2745311","E132p"
2794,"Groede","Groede",1701,1789,15,"http://sws.geonames.org/2755305","I107p"
2795,"Heusen","Huissen",1690,1790,15,"http://sws.geonames.org/2753504","L026p"
2799,"Gauda","Gouda",1703,1765,15,"http://sws.geonames.org/2755420","E209p"
2801,"Seevenhuijsen","Zevenhuizen",1704,1770,15,"http://sws.geonames.org/2743930","E205p"
2802,"Zoutelande","Zoutelande",1704,1790,15,"http://sws.geonames.org/2743822","I059p"
2803,"Middeburg","Middelburg",1698,1775,15,"http://sws.geonames.org/2750896","I081p"
2805,"Westsanen","Westzaan",1682,1771,15,"http://sws.geonames.org/2744600","E083p"
2810,"Winckel","Winkel",1648,1745,15,"http://sws.geonames.org/2744354","E013p"
2832,"Ameronge","Amerongen",1706,1776,15,"http://sws.geonames.org/2759828","F189p"
2834,"Uitgeest","Uitgeest",1647,1786,15,"http://sws.geonames.org/2745978","E065p"
2839,"Sandijk","Zaandijk",1721,1786,15,"http://sws.geonames.org/2744116","E084p"
2846,"Saerdam","Zaandam",1689,1793,15,"http://sws.geonames.org/2744118","E086p"
2851,"Zelt","Zelt",1684,1785,15,"http://sws.geonames.org/2743960",""
2856,"Helvoetsluis","Hellevoetsluis",1721,1794,15,"http://sws.geonames.org/2754454","I021p"
2860,"Berckel","Berkel",1687,1792,15,"http://sws.geonames.org/2759089","K008p"
2865,"Oudenbosch","Oudenbosch",1720,1785,15,"http://sws.geonames.org/2749053","K157p"
2870,"Cuilenburg","Culemborg",1693,1793,15,"http://sws.geonames.org/2757872","K039p"
2872,"Deudekom","Doetinchem",1697,1790,15,"http://sws.geonames.org/2756767","L037p"
2876,"Amterdam","Amsterdam",1661,1776,15,"http://sws.geonames.org/2759794","E109p"
2879,"Harmelen","Harmelen",1685,1793,15,"http://sws.geonames.org/2754814","E187p"
2888,"Linschoten","Linschoten",1710,1769,14,"http://sws.geonames.org/2751561","E216p"
2893,"Cuijk","Cuijk",1696,1791,14,"http://sws.geonames.org/2757874","L159p"
2894,"Iselsteijn","IJsselstein",1683,1733,14,"http://sws.geonames.org/2753355","E224p"
2898,"Geldorp","Geldrop",1708,1790,14,"http://sws.geonames.org/2755619","L240p"
2904,"Leeuwarde","Leeuwarden",1700,1793,14,"http://sws.geonames.org/2751792","B056p"
2905,"Sirkzee","Zierikzee",1700,1764,14,"http://sws.geonames.org/2743913","I049p"
2906,"Munikendam","Monnickendam",1697,1791,14,"http://sws.geonames.org/2750641","E091p"
2910,"Egmond op zee","Egmond aan Zee",1691,1784,14,"http://sws.geonames.org/2756301","E041p"
2915,"Meijer","Mijdrecht",1684,1793,14,"http://sws.geonames.org/2750815","E149p"
2917,"Scheveninge","Scheveningen",1703,1793,14,"http://sws.geonames.org/2747599","D001p"
2918,"Steenderen","Steenderen",1704,1792,14,"http://sws.geonames.org/2746794","F205p"
2925,"Enckhuijse","Enkhuizen",1649,1732,14,"http://sws.geonames.org/2756077","E040p"
2941,"Minderscha","Minnertsga",1661,1779,14,"http://sws.geonames.org/2750790","B046a"
2943,"Leusden","Leusden",1718,1755,14,"http://sws.geonames.org/2751687","F168a"
2954,"Arnemuijde","Arnemuiden",1709,1779,14,"http://sws.geonames.org/2759664","I085p"
2956,"Amerfoort","Amersfoort",1702,1773,14,"http://sws.geonames.org/2759821","F165p"
2958,"Nieuwkerke","Nijkerk",1707,1784,14,"http://sws.geonames.org/2750065","F142p"
2959,"Welle","Well",1710,1772,14,"http://sws.geonames.org/2744864","K148b"
2961,"Ameijde","Ameide",1707,1790,14,"http://sws.geonames.org/2759849","K027p"
2963,"Breedevoort","Bredevoort",1713,1777,14,"http://sws.geonames.org/2758393","M010p"
2965,"Oostendorp","Oostendorp",1702,1786,14,"http://sws.geonames.org/2749506","F100a"
2967,"Meeuwen","Meeuwen",1687,1789,14,"http://sws.geonames.org/2751021","K133p"
2972,"Warga","Wergea",1719,1762,14,"http://sws.geonames.org/2745018","B093p"
2979,"Vollenhooven","Vollenhove",1699,1768,14,"http://sws.geonames.org/2745333","F066p"
2981,"Catwijk aan rhijn","Katwijk",1761,1792,14,"http://sws.geonames.org/2753011","E134p"
2983,"Bolsweert","Bolsward",1702,1790,14,"http://sws.geonames.org/2758682","B110p"
2985,"Bovenkarspel","Bovenkarspel",1706,1784,14,"http://sws.geonames.org/2758498","E039p"
2987,"Lochum","Lochem",1672,1786,14,"http://sws.geonames.org/2751537","G246p"
2998,"Driebergen","Driebergen",1684,1787,14,"http://sws.geonames.org/2756620","E233p"
3015,"Druten","Druten",1716,1789,14,"http://sws.geonames.org/2756539","L054p"
3032,"Noordbroek","Noordbroek",1730,1787,14,"http://sws.geonames.org/2749989","C124p"
3035,"Erp","Erp",1694,1790,14,"http://sws.geonames.org/2756035","L182p"
3042,"Amserdam","Amsterdam",1690,1787,14,"http://sws.geonames.org/2759794","E109p"
3049,"Gouwda","Gouda",1700,1762,14,"http://sws.geonames.org/2755420","E209p"
3052,"Maurik","Maurik",1703,1786,14,"http://sws.geonames.org/2751085","L003p"
3054,"Egt","Echt",1749,1788,14,"http://sws.geonames.org/2756444","L381p"
3063,"Delftziel","Delfzijl",1680,1794,14,"http://sws.geonames.org/2757340","C045p"
3065,"Stolwijk","Stolwijk",1694,1793,14,"http://sws.geonames.org/2746665","K016p"
3070,"Reen","Rhenen",1704,1791,14,"http://sws.geonames.org/2748185","L008p"
3074,"Beusekom","Beusichem",1690,1790,13,"http://sws.geonames.org/2759006","K040p"
3079,"Langeraar","Langeraar",1684,1777,13,"http://sws.geonames.org/2751926","E142a"
3085,"Overmeer","Overmeer",1682,1788,13,"http://sws.geonames.org/2748828",""
3101,"Reijnsburg","Rijnsburg",1748,1793,13,"http://sws.geonames.org/2748104","E135p"
3105,"Blommendaal","Bloemendaal",1717,1792,13,"http://sws.geonames.org/2758804","E095p"
3107,"Boxel","Boxtel",1692,1790,13,"http://sws.geonames.org/2758460","K172p"
3108,"Appingedam","Appingedam",1718,1790,13,"http://sws.geonames.org/2759687","C079p"
3113,"Lisse","Lisse",1641,1779,13,"http://sws.geonames.org/2751547","E115p"
3117,"Hatten","Hattem",1721,1789,13,"http://sws.geonames.org/2754768","F103p"
3120,"Wartena","Warten",1702,1768,13,"http://sws.geonames.org/2744998","B093a"
3121,"Bovencaspel","Bovenkarspel",1709,1767,13,"http://sws.geonames.org/2758498","E039p"
3122,"Schermerkoog","Schiermonnikoog",1739,1790,13,"http://sws.geonames.org/2747591","B004p"
3129,"Lamuijen","Leimuiden",1649,1718,13,"http://sws.geonames.org/2751750","E141p"
3142,"Epen","Epen",1724,1766,13,"http://sws.geonames.org/2756056","Q207p"
3145,"Veenhuijsen","Venhuizen",1646,1790,13,"http://sws.geonames.org/2745645","E040a"
3147,"Katwijk aan zee","Katwijk aan Zee",1747,1793,13,"http://sws.geonames.org/2753010","E133p"
3149,"Schaagen","Schagen",1709,1774,13,"http://sws.geonames.org/2747720","E009p"
3151,"Arenhem","Arnhem",1761,1788,13,"http://sws.geonames.org/2759661","L023p"
3154,"Wenneperveen","Wanneperveen",1672,1773,13,"http://sws.geonames.org/2745048","F071p"
3164,"Reede","Rheden",1720,1789,13,"http://sws.geonames.org/2748201","F203p"
3166,"Daelen","Dalen",1723,1786,13,"http://sws.geonames.org/2757857","G078p"
3167,"Heemskerk","Heemskerk",1700,1790,13,"http://sws.geonames.org/2754697","E066p"
3171,"Ackersloot","Akersloot",1694,1766,13,"http://sws.geonames.org/2759931","E064p"
3179,"Ter heijde","Ter Heijde",1702,1769,13,"http://sws.geonames.org/2746457","D003a"
3182,"Hardenburg","Hardenberg",1688,1791,13,"http://sws.geonames.org/2754861","G113p"
3186,"Westcapelle","Westkapelle",1705,1772,13,"http://sws.geonames.org/2744642","I058p"
3194,"Heenvliet","Heenvliet",1706,1777,13,"http://sws.geonames.org/2754687","I015p"
3195,"Ophemert","Ophemert",1691,1780,13,"http://sws.geonames.org/2749298","L046p"
3197,"Franequer","Franeker",1690,1768,13,"http://sws.geonames.org/2755845","B048p"
3200,"Watering","Wateringen",1703,1763,13,"http://sws.geonames.org/2744973","D006p"
3211,"Middelharnis","Middelharnis",1687,1790,13,"http://sws.geonames.org/2750884","I025p"
3212,"Niel","Maasniel",1682,1792,13,"http://sws.geonames.org/2751286","L332p"
3213,"Emenes","Eemnes",1718,1787,13,"http://sws.geonames.org/2756394","E162p"
3220,"Bergambagt","Bergambacht",1703,1774,13,"http://sws.geonames.org/2759158","K018p"
3226,"Zwijndrecht","Zwijndrecht",1708,1792,13,"http://sws.geonames.org/2743493","K090p"
3228,"De hoeve","De Hoeve",1703,1786,13,"http://sws.geonames.org/2757530","F046h"
3231,"Overtoom","Westzaner-Overtoom",1647,1792,13,"http://sws.geonames.org/2744596",""
3233,"Heemstee","Heemstede",1695,1787,13,"http://sws.geonames.org/2754692","E098p"
3236,"Leewaerden","Leeuwarden",1647,1788,13,"http://sws.geonames.org/2751792","B056p"
3241,"IJselstein","IJsselstein",1685,1784,13,"http://sws.geonames.org/2753355","E224p"
3242,"Leewaarden","Leeuwarden",1706,1777,13,"http://sws.geonames.org/2751792","B056p"
3244,"Huijse","Huizen",1689,1783,13,"http://sws.geonames.org/2753468","E127p"
3250,"Oudewaater","Oudewater",1718,1790,13,"http://sws.geonames.org/2748979","E215p"
3261,"Genderen","Genderen",1680,1788,13,"http://sws.geonames.org/2755601","K133d"
3275,"Hallum","Hallum",1710,1780,13,"http://sws.geonames.org/2754930","B023p"
3280,"Horen","Hoorn",1691,1772,13,"http://sws.geonames.org/2753638","E058p"
3287,"Bredevoort","Bredevoort",1733,1783,13,"http://sws.geonames.org/2758393","M010p"
3291,"Maastright","Maastricht",1682,1719,13,"http://sws.geonames.org/2751283","Q095p"
3314,"Heijne","Heino",1682,1791,12,"http://sws.geonames.org/2754502","F107p"
3315,"Nieuwegen","Nijmegen",1717,1787,12,"http://sws.geonames.org/2750053","L071p"
3319,"Laare","Laren",1742,1775,12,"http://sws.geonames.org/2751874","E129p"
3323,"Monfort","Montfoort",1693,1782,12,"http://sws.geonames.org/2750626","E217p"
3324,"Oostendam","Oostendam",1711,1761,12,"http://sws.geonames.org/2749508",""
3325,"Haasdregt","Haastrecht",1709,1784,12,"http://sws.geonames.org/2754978","K016a"
3329,"Nieuvliet","Nieuwvliet",1723,1770,12,"http://sws.geonames.org/2750120","I104p"
3330,"Heemste","Heemstede",1705,1766,12,"http://sws.geonames.org/2754692","E098p"
3332,"Oosterbeek","Oosterbeek",1725,1789,12,"http://sws.geonames.org/2749503","L017p"
3338,"Leijsendam","Leidschendam",1732,1779,12,"http://sws.geonames.org/2751769","E195a"
3341,"Maeslantsluijs","Maassluis",1683,1717,12,"http://sws.geonames.org/2751285","I007p"
3345,"Termeij","Ameide",1700,1778,12,"http://sws.geonames.org/2759849","K027p"
3348,"Zeevenhuijsen","Zevenhuizen",1701,1787,12,"http://sws.geonames.org/2743930","E205p"
3366,"Lemmen","Lemmer",1704,1793,12,"http://sws.geonames.org/2751729","F038p"
3371,"Oude water","Oudewater",1707,1790,12,"http://sws.geonames.org/2748979","E215p"
3372,"Soutelande","Zoutelande",1706,1793,12,"http://sws.geonames.org/2743822","I059p"
3381,"Oldemark","Oldemarkt",1710,1772,12,"http://sws.geonames.org/2749653","F056p"
3394,"Oostzane","Oostzaan",1718,1775,12,"http://sws.geonames.org/2749320","E087p"
3396,"Wamel","Wamel",1711,1790,12,"http://sws.geonames.org/2745054","L048p"
3400,"Ravestijn","Ravenstein",1694,1780,12,"http://sws.geonames.org/2748308","L102p"
3401,"Velzen","Velsen",1711,1790,12,"http://sws.geonames.org/2745673","E080a"
3407,"Geertruidenberg","Geertruidenberg",1648,1788,12,"http://sws.geonames.org/2755669","K129p"
3408,"Deutecum","Doetinchem",1646,1751,12,"http://sws.geonames.org/2756767","L037p"
3410,"Bekum","Beckum",1687,1783,12,"http://sws.geonames.org/2759363","G230p"
3417,"Schooten","Schoot",1711,1771,12,"http://sws.geonames.org/2747485",""
3422,"Almkerk","Almkerk",1714,1774,12,"http://sws.geonames.org/2759878","K101p"
3428,"Rhijnsburg","Rijnsburg",1717,1790,12,"http://sws.geonames.org/2748104","E135p"
3430,"Hindelopen","Hindeloopen",1691,1792,12,"http://sws.geonames.org/2754059","F002p"
3433,"Meijden","Meeden",1703,1793,12,"http://sws.geonames.org/2751068","C157p"
3441,"Grotenbroek","Grootebroek",1704,1774,12,"http://sws.geonames.org/2755211","E038p"
3456,"Westerbeek","Westerbeek",1756,1789,12,"http://sws.geonames.org/2744771",""
3467,"Maasbergen","Maarsbergen",1684,1770,12,"http://sws.geonames.org/2751318","F185a"
3481,"Brummen","Brummen",1715,1790,12,"http://sws.geonames.org/2758177","F178p"
3486,"Ligtenberg","Ligtenberg",1690,1783,12,"http://sws.geonames.org/2751609",""
3488,"Reden","Rheden",1695,1780,12,"http://sws.geonames.org/2748201","F203p"
3489,"Kuijnder","Kuinre",1687,1750,12,"http://sws.geonames.org/2752162","F052p"
3491,"Schorel","Schoorl",1684,1791,12,"http://sws.geonames.org/2747492","E017p"
3496,"Denekamp","Denekamp",1703,1790,12,"http://sws.geonames.org/2757232","G182p"
3499,"Zutpen","Zutphen",1685,1784,12,"http://sws.geonames.org/2743608","F179p"
3500,"Groning","Groningen",1684,1789,12,"http://sws.geonames.org/2755251","C108p"
3501,"Osdorp","Osdorp",1680,1792,12,"http://sws.geonames.org/2749242","E102a"
3504,"Franke","Vrank",1705,1790,12,"http://sws.geonames.org/2745210",""
3507,"Staphorst","Staphorst",1710,1791,12,"http://sws.geonames.org/2746839","F087p"
3513,"Rien","Rien",1698,1761,12,"http://sws.geonames.org/2748161",""
3515,"Alendorp","Alendorp",1707,1790,12,"http://sws.geonames.org/2759905",""
3517,"Abkoude","Abcoude",1719,1793,12,"http://sws.geonames.org/2760067","E120p"
3529,"Oostzaanen","Oostzaan",1695,1791,12,"http://sws.geonames.org/2749320","E087p"
3530,"Amsterd:","Amsterdam",1683,1769,12,"http://sws.geonames.org/2759794","E109p"
3538,"Delfzijl","Delfzijl",1711,1763,12,"http://sws.geonames.org/2757340","C045p"
3549,"Egmont","Egmond aan Zee",1683,1765,11,"http://sws.geonames.org/2756301","E041p"
3556,"Hengelen","Hengelo",1709,1777,11,"http://sws.geonames.org/2754394","G204p"
3563,"Koeverden","Coevorden",1694,1792,11,"http://sws.geonames.org/2757937","G095p"
3569,"Maasbommel","Maasbommel",1687,1787,11,"http://sws.geonames.org/2751304","L095a"
3582,"Maarse","Maarssen",1696,1785,11,"http://sws.geonames.org/2751316","E189p"
3583,"Poeldijk","Poeldijk",1704,1793,11,"http://sws.geonames.org/2748533",""
3588,"Vreeswijk","Vreeswijk",1729,1793,11,"http://sws.geonames.org/2745195","E225p"
3601,"Dragte","Drachten",1718,1791,11,"http://sws.geonames.org/2756644","B099p"
3603,"Boxtel","Boxtel",1732,1787,11,"http://sws.geonames.org/2758460","K172p"
3606,"Enter","Enter",1762,1791,11,"http://sws.geonames.org/2756065","G198p"
3613,"Durgendam","Durgerdam",1734,1791,11,"http://sws.geonames.org/2756485","E108a"
3617,"Zutphent","Zutphen",1746,1761,11,"http://sws.geonames.org/2743608","F179p"
3626,"Reewijk","Reeuwijk",1704,1768,11,"http://sws.geonames.org/2748280","E208p"
3629,"Zevenhuijse","Zevenhuizen",1683,1788,11,"http://sws.geonames.org/2743930","E205p"
3634,"Ootmarse","Ootmarsum",1682,1769,11,"http://sws.geonames.org/2749317","G177p"
3638,"Stompwijk","Stompwijk",1704,1769,11,"http://sws.geonames.org/2746660","E169p"
3640,"Purmerlandt","Purmerland",1647,1758,11,"http://sws.geonames.org/2748410","E072a"
3642,"Quadijk","Kwadijk",1718,1737,11,"http://sws.geonames.org/2752140","E073p"
3647,"Lent","Lent",1688,1779,11,"http://sws.geonames.org/2751714","L068p"
3652,"Schellinkhout","Schellinkhout",1713,1778,11,"http://sws.geonames.org/2747638","E059p"
3666,"Geestendorp","Geestdorp",1721,1771,11,"http://sws.geonames.org/2755655",""
3670,"Pingen","Pingjum",1715,1779,11,"http://sws.geonames.org/2748582","B078p"
