"id","geb_plaats_bron","geb_plaats_huidig","eerste_jaar","laatste_jaar","lat","lon","adm1","aantal","gn_uri","tgn_uri"
"995","haips","Haps","1555","1555","51.6833333","5.8666667","NB","1",,"http://vocab.getty.edu/tgn/7262387"
"996","hairle in het sticht van broenkhors","Haarle","1542","1542","52.4","6.8333333","OV","1",,"http://vocab.getty.edu/tgn/7261751"
"997","hallem","Hallum","1501","1501","53.3166667","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/4004757"
"998","ham, vanden","Nederland","1645","1645","52.5","5.75","NL","1",,
"999","hapert","Hapert","1647","1647","51.3666667","5.25","NB","1",,"http://vocab.getty.edu/tgn/1047815"
"1000","hapert bij eersel","Hapert","1549","1549","51.3666667","5.25","NB","1",,"http://vocab.getty.edu/tgn/1047815"
"1001","harbaiju","Herbaijum","1643","1643","53.1833333","5.5","FR","1",,"http://vocab.getty.edu/tgn/7266470"
"1002","harbaijum","Herbaijum","1652","1652","53.1833333","5.5","FR","2",,"http://vocab.getty.edu/tgn/7266470"
"1003","harde","Harde","1645","1645","52.4166667","5.8833333","GE","1",,"http://vocab.getty.edu/tgn/1047593"
"1004","Hardenberch","Hardenberg","1540","1595","52.5666667","6.6166667","OV","5",,"http://vocab.getty.edu/tgn/1047817"
"1005","hardenberg","Hardenberg","1549","1585","52.5666667","6.6166667","OV","2",,"http://vocab.getty.edu/tgn/1047817"
"1006","hardenberge","Hardenberg","1547","1547","52.5666667","6.6166667","OV","1",,"http://vocab.getty.edu/tgn/1047817"
"1007","Hardenbergh","Hardenberg","1645","1645","52.5666667","6.6166667","OV","1",,"http://vocab.getty.edu/tgn/1047817"
"1008","hardenborch","Hardenberg","1599","1599","52.5666667","6.6166667","OV","1",,"http://vocab.getty.edu/tgn/1047817"
"1009","hardenbruck","Hardenbroek","1587","1587","52.0166667","5.2833333","UT","1",,
"1010","hardenburch","Hardenberg","1542","1542","52.5666667","6.6166667","OV","1",,"http://vocab.getty.edu/tgn/1047817"
"1011","harderberch","Hardenberg","1595","1595","52.5666667","6.6166667","OV","1",,"http://vocab.getty.edu/tgn/1047817"
"1012","Harderwijck","Harderwijk","1539","1650","52.35","5.6333333","GE","13",,"http://vocab.getty.edu/tgn/7006902"
"1013","harderwijk","Harderwijk","1449","1649","52.35","5.6333333","GE","28",,"http://vocab.getty.edu/tgn/7006902"
"1014","harinchuysen","Haringhuizen","1586","1587","52.7666667","4.8333333","NH","2",,"http://vocab.getty.edu/tgn/7266109"
"1015","harlem","Haarlem","1493","1642","52.3666667","4.65","NH","2",,"http://vocab.getty.edu/tgn/7007048"
"1016","Harlingen","Harlingen","1547","1654","53.1833333","5.4166667","FR","43",,"http://vocab.getty.edu/tgn/7007015"
"1017","harlingen in friesland","Harlingen","1549","1549","53.1833333","5.4166667","FR","1",,"http://vocab.getty.edu/tgn/7007015"
"1018","harlingen in vrieslandt","Harlingen","1639","1639","53.1833333","5.4166667","FR","1",,"http://vocab.getty.edu/tgn/7007015"
"1019","harmele","Harmelen","1542","1542","52.0833333","4.9666667","UT","1",,"http://vocab.getty.edu/tgn/1047822"
"1020","harmstede in scouwen","Haamstede","1487","1487","51.7","3.75","ZE","1",,"http://vocab.getty.edu/tgn/1047810"
"1021","harscamp","Harskamp","1554","1554","52.1333333","5.75","GE","1",,"http://vocab.getty.edu/tgn/1047823"
"1022","harskamp","Harskamp","1545","1545","52.1333333","5.75","GE","1",,"http://vocab.getty.edu/tgn/1047823"
"1023","hasersonde","Hazerswoude","1587","1587","52.1","4.5833333","ZH","1",,
"1024","hasersoun","Hazerswoude","1598","1598","52.1","4.5833333","ZH","1",,
"1025","haserwoude vuyt hollandt","Hazerswoude","1584","1584","52.1","4.5833333","ZH","1",,
"1026","haske dijcken","Haskerdijken","1588","1588","53","5.8666667","FR","1",,"http://vocab.getty.edu/tgn/7266077"
"1027","haskedijcken","Haskerdijken","1596","1596","53","5.8666667","FR","1",,"http://vocab.getty.edu/tgn/7266077"
"1028","hasker vijffgae","Gemeente Haskerland","1591","1591","53","5.8","FR","1",,
"1029","hattem","Hattem","1490","1649","52.4666667","6.0666667","GE","9",,"http://vocab.getty.edu/tgn/7006903"
"1030","hattom","Hattem","1536","1536","52.4666667","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7006903"
"1031","Hattum","Hattem","1588","1642","52.4666667","6.0666667","GE","3",,"http://vocab.getty.edu/tgn/7006903"
"1032","hatum","Hattem","1593","1593","52.4666667","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7006903"
"1033","haule","Haule","1542","1542","53.0333333","6.3","FR","1",,"http://vocab.getty.edu/tgn/7266169"
"1034","haxbergen","Haaksbergen                                                           popl","1582","1582","52.15","6.7333333","OV","1",,"http://vocab.getty.edu/tgn/1047809"
"1035","hazelwoude","Hazerswoude","1539","1539","52.1","4.5833333","ZH","1",,
"1036","heeckendorp","Hekendorp","1639","1639","52.0166667","4.8166667","ZH","1",,"http://vocab.getty.edu/tgn/7266336"
"1037","heeckerdorp","Hekendorp","1586","1586","52.0166667","4.8166667","ZH","1",,"http://vocab.getty.edu/tgn/7266336"
"1038","heel bij roermond","Heel","1594","1594","51.1833333","5.9","LI","1",,"http://vocab.getty.edu/tgn/1047828"
"1039","heel in brabant","Heel","1648","1648","51.1833333","5.9","LI","1",,"http://vocab.getty.edu/tgn/1047828"
"1040","heelsem","Heelsum","1539","1539","51.9833333","5.75","GE","1",,"http://vocab.getty.edu/tgn/7266023"
"1041","heemskerck","Heemskerk","1552","1552","52.5166667","4.6666667","NH","1",,"http://vocab.getty.edu/tgn/1047829"
"1042","heemskerk","Heemskerk","1540","1540","52.5166667","4.6666667","NH","1",,"http://vocab.getty.edu/tgn/1047829"
"1043","heerde","Heerde","1551","1655","52.3833333","6.05","GE","4",,"http://vocab.getty.edu/tgn/7006904"
"1044","heerden","Heerde","1494","1594","52.3833333","6.05","GE","3",,"http://vocab.getty.edu/tgn/7006904"
"1045","heeren vheen","Heerenveen","1646","1646","52.95","5.9333333","FR","1",,"http://vocab.getty.edu/tgn/7006992"
"1046","heerenveen","Heerenveen","1643","1643","52.95","5.9333333","FR","1",,"http://vocab.getty.edu/tgn/7006992"
"1047","heerjansdam in dordtse waart","Heerjansdam","1585","1585","51.8333333","4.5666667","ZH","1",,"http://vocab.getty.edu/tgn/7266245"
"1048","heerlen in land van valkenburg","Heerlen","1593","1593","50.9","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/7006860"
"1049","heerscamp","Harskamp","1585","1585","52.1333333","5.75","GE","1",,"http://vocab.getty.edu/tgn/1047823"
"1050","heersel brabant","Hersel","1585","1585","51.4333333","5.6666667","NB","1",,"http://vocab.getty.edu/tgn/7266569"
"1051","heeslum","Hieslum","1594","1594","53.0166667","5.4833333","FR","1",,"http://vocab.getty.edu/tgn/7266713"
"1052","heeswick","Nederland","1405","1405","52.5","5.75","NL","1",,
"1053","heeswijk","Nederland","1498","1498","52.5","5.75","NL","1",,
