"id","kloeke_nieuw","kloeke_uri","naam","kloeke_oud","sameConceptAs","ligt_in_uri","lat","lon"
"2546","K197a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K197a","Esbeek","K 197a","http://sws.geonames.org/2756031","http://vocab.getty.edu/tgn/7003624","51.4632698099","5.15146600249"
"2547","K197p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K197p","Hilvarenbeek","K 197","http://sws.geonames.org/2754066","http://vocab.getty.edu/tgn/7003624","51.4866216704","5.14236111097"
"2548","K198p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K198p","Diessen","K 198","http://sws.geonames.org/2756859","http://vocab.getty.edu/tgn/7003624","51.4757898692","5.1843491109"
"2549","K199a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K199a","Middelbeers","K 199a","http://sws.geonames.org/2750903","http://vocab.getty.edu/tgn/7003624","51.46903923","5.2527405154"
"2550","K199p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K199p","Oostelbeers","K 199","http://sws.geonames.org/2749513","http://vocab.getty.edu/tgn/7003624","51.4749764762","5.27418404659"
"2551","K200p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K200p","Vessem","K 200","http://sws.geonames.org/2745589","http://vocab.getty.edu/tgn/7003624","51.4195270009","5.29676259773"
"2552","K201p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K201p","Kalmthout","K 201",,"http://vocab.getty.edu/tgn/1000063","51.3861791483","4.4878229801"
"2553","K202a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K202a","Putte","K 202a",,"http://vocab.getty.edu/tgn/1000063","51.3556713888","4.41524648163"
"2554","K202p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K202p","Putten","K 202","http://sws.geonames.org/2748397","http://vocab.getty.edu/tgn/7003624","51.3646420153","4.40658328252"
"2555","K203a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K203a","Ertbrand","K 203a",,"http://vocab.getty.edu/tgn/1000063","51.3451747229","4.42642161153"
"2556","K203p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K203p","Stabroek","K 203",,"http://vocab.getty.edu/tgn/1000063","51.3350877577","4.37637806472"
"2557","K204a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K204a","Maria-Ter-Heide","K 204a",,"http://vocab.getty.edu/tgn/1000063","51.3360531364","4.53658277754"
"2558","K204b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K204b","Gooreind","K 204b",,"http://vocab.getty.edu/tgn/1000063","51.3663768849","4.54945910994"
"2559","K204c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K204c","Achterbroek","K 204c",,"http://vocab.getty.edu/tgn/1000063","51.3989223115","4.52545225296"
"2560","K204p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K204p","Wuustwezel","K 204",,"http://vocab.getty.edu/tgn/1000063","51.3925916904","4.59880728538"
"2561","K205p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K205p","Loenhout","K 205",,"http://vocab.getty.edu/tgn/1000063","51.4028825498","4.6479668183"
"2562","K206a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K206a","Overbroek","K 206a",,"http://vocab.getty.edu/tgn/1000063","51.3446781291","4.61058554151"
"2563","K206p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K206p","Brecht","K 206",,"http://vocab.getty.edu/tgn/1000063","51.3511338554","4.64531590974"
"2564","K207p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K207p","Hoogstraten","K 207",,"http://vocab.getty.edu/tgn/1000063","51.4029404977","4.76407249545"
"2565","K208p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K208p","Wortel","K 208",,"http://vocab.getty.edu/tgn/1000063","51.4000525618","4.80896196138"
"2566","K209p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K209p","Sint Lenaarts","K 209",,"http://vocab.getty.edu/tgn/1000063","51.349486997","4.68118619757"
"2567","K210p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K210p","Rijkevorsel","K 210",,"http://vocab.getty.edu/tgn/1000063","51.3493672199","4.76928178723"
"2568","K211p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K211p","Weelde","K 211",,"http://vocab.getty.edu/tgn/1000063","51.4058262868","4.9982700259"
"2569","K212a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K212a","Zondereigen","K 212a",,"http://vocab.getty.edu/tgn/1000063","51.4101687225","4.90901712945"
"2570","K212b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K212b","Koekhoven","K 212b",,"http://vocab.getty.edu/tgn/1000063","51.3474744097","4.89672617391"
"2571","K212p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K212p","Merksplas","K 212",,"http://vocab.getty.edu/tgn/1000063","51.3620115818","4.87019384737"
"2572","K213a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K213a","Oosthoven","K 213a",,"http://vocab.getty.edu/tgn/1000063","51.3493759043","4.98481251475"
"2573","K213b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K213b","Eel","K 213b",,"http://vocab.getty.edu/tgn/1000063","51.3912646618","5.0262956489"
"2574","K213p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K213p","Ravels","K 213",,"http://vocab.getty.edu/tgn/1000063","51.3727900639","4.99754607045"
"2575","K214p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K214p","Lage Mierde","K 214","http://sws.geonames.org/2752028","http://vocab.getty.edu/tgn/7003624","51.4127907151","5.15671464455"
"2576","K215p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K215p","Hooge Mierde","K 215","http://sws.geonames.org/2753736","http://vocab.getty.edu/tgn/7003624","51.3978394894","5.15977897154"
"2577","K216a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K216a","Hulsel","K 216a","http://sws.geonames.org/2753447","http://vocab.getty.edu/tgn/7003624","51.3919729145","5.19118695085"
"2578","K216p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K216p","Reusel","K 216","http://sws.geonames.org/2748217","http://vocab.getty.edu/tgn/7003624","51.3710561814","5.17086973406"
"2579","K217p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K217p","Hoogeloon","K 217","http://sws.geonames.org/2753741","http://vocab.getty.edu/tgn/7003624","51.4017491655","5.27785731899"
"2580","K218a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K218a","Hapert","K 218a","http://sws.geonames.org/2754872","http://vocab.getty.edu/tgn/7003624","51.3746194787","5.25850468664"
"2581","K218b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K218b","Netersel","K 218b","http://sws.geonames.org/2750407","http://vocab.getty.edu/tgn/7003624","51.409773709","5.21603357071"
"2582","K218c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K218c","Kasteren","K 218c","http://sws.geonames.org/2757993","http://vocab.getty.edu/tgn/7003624","51.4007842769","5.24944952277"
"2583","K218p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K218p","Bladel","K 218","http://sws.geonames.org/2758878","http://vocab.getty.edu/tgn/7003624","51.3667769714","5.21968400795"
"2584","K219p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K219p","Duizel","K 219","http://sws.geonames.org/2756500","http://vocab.getty.edu/tgn/7003624","51.3746634168","5.30779523601"
"2585","K220p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K220p","Eersel","K 220","http://sws.geonames.org/2756342","http://vocab.getty.edu/tgn/7003624","51.3668774375","5.31926773346"
"2586","K221a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K221a","Hoogboom","K 221a",,"http://vocab.getty.edu/tgn/1000063","51.322810778","4.47465138752"
"2587","K221p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K221p","Kapellen","K 221",,"http://vocab.getty.edu/tgn/1000063","51.3162708886","4.43696969226"
"2588","K222p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K222p","Hoevenen","K 222",,"http://vocab.getty.edu/tgn/1000063","51.3066428548","4.40335225408"
"2589","K223p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K223p","Oorderen","K 223",,"http://vocab.getty.edu/tgn/1000063","51.286387077","4.36750505225"
"2590","K224p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K224p","Wilmersdonk","K 224",,"http://vocab.getty.edu/tgn/1000063","51.33174941","4.42371911231"
"2591","K225a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K225a","Donk","K 225a",,"http://vocab.getty.edu/tgn/1000063","51.2825692003","4.47047981163"
"2592","K225b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K225b","Sint-Mariaburg","K 225b",,"http://vocab.getty.edu/tgn/1000063","51.2970770372","4.45229472139"
"2593","K225p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K225p","Ekeren","K 225",,"http://vocab.getty.edu/tgn/1000063","51.2766245649","4.42884937276"
"2594","K226p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K226p","Brasschaat","K 226",,"http://vocab.getty.edu/tgn/1000063","51.2927767032","4.50009655488"
"2595","K227p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K227p","Schoten","K 227",,"http://vocab.getty.edu/tgn/1000063","51.2551403981","4.50977872027"
"2596","K228p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K228p","Sint-Job-In-T-Goor","K 228",,"http://vocab.getty.edu/tgn/1000063","51.2965611597","4.59349395344"
"2597","K229a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K229a","Sint-Antonius","K 229a",,"http://vocab.getty.edu/tgn/1000063","51.2713203577","4.64114945572"
"2598","K229p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K229p","S-Gravenwezel","K 229",,"http://vocab.getty.edu/tgn/1000063","51.2667142704","4.5582465253"
"2599","K230p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K230p","Westmalle","K 230",,"http://vocab.getty.edu/tgn/1000063","51.302555505","4.70228745019"
"2600","K231p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K231p","Oostmalle","K 231",,"http://vocab.getty.edu/tgn/1000063","51.3074676023","4.743990347"
"2601","K232p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K232p","Vlimmeren","K 232",,"http://vocab.getty.edu/tgn/1000063","51.302423424","4.79278770311"
"2602","K233p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K233p","Zoersel","K 233",,"http://vocab.getty.edu/tgn/1000063","51.270202009","4.71271618341"
"2603","K234p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K234p","Wechelderzande","K 234",,"http://vocab.getty.edu/tgn/1000063","51.2669216987","4.79723182387"
"2604","K235p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K235p","Beerse","K 235",,"http://vocab.getty.edu/tgn/1000063","51.3233481462","4.86565286825"
"2605","K236p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K236p","Vosselaar","K 236",,"http://vocab.getty.edu/tgn/1000063","51.3153849807","4.89906405463"
"2606","K237a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K237a","Zevendonk","K 237a",,"http://vocab.getty.edu/tgn/1000063","51.2906982209","4.95996821843"
"2607","K237b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K237b","Schorvoort","K 237b",,"http://vocab.getty.edu/tgn/1000063","51.3041129347","4.96582279673"
"2608","K237p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K237p","Turnhout","K 237",,"http://vocab.getty.edu/tgn/1000063","51.3280813939","4.95713686889"
"2609","K238p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K238p","Oud-Turnhout","K 238",,"http://vocab.getty.edu/tgn/1000063","51.3225975656","4.99250797451"
"2610","K239p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K239p","Gierle","K 239",,"http://vocab.getty.edu/tgn/1000063","51.2694860214","4.87768676595"
"2611","K240p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K240p","Arendonk","K 240",,"http://vocab.getty.edu/tgn/1000063","51.3238394458","5.09696639245"
"2612","K241a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K241a","Schoonbroek","K 241a",,"http://vocab.getty.edu/tgn/1000063","51.2882189045","5.06040852004"
"2613","K241b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K241b","Den Berg","K 241b",,"http://vocab.getty.edu/tgn/1000063","51.2792145622","5.07438934943"
"2614","K241p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K241p","Retie","K 241",,"http://vocab.getty.edu/tgn/1000063","51.272716265","5.09183055039"
"2615","K242a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K242a","Weebos","K 242a","http://sws.geonames.org/2744938","http://vocab.getty.edu/tgn/7003624","51.3113925155","5.30890884385"
"2616","K242b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K242b","Postel","K 242b",,"http://vocab.getty.edu/tgn/1000063","51.299140223","5.21594540953"
"2617","K242p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K242p","Luyksgestel","K 242","http://sws.geonames.org/2751346","http://vocab.getty.edu/tgn/7003624","51.2911546905","5.33330002799"
"2618","K243p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K243p","Merksem","K 243",,"http://vocab.getty.edu/tgn/1000063","51.2384506113","4.44802046099"
"2619","K244a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K244a","Oosterweel","K 244a",,"http://vocab.getty.edu/tgn/1000063","51.2430688778","4.40423042185"
"2620","K244p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K244p","Antwerpen","K 244",,"http://vocab.getty.edu/tgn/1000063","51.2132702115","4.41826547949"
"2621","K245p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K245p","Deurne","K 245",,"http://vocab.getty.edu/tgn/1000063","51.2208482344","4.46923744771"
"2622","K246p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K246p","Borgerhout","K 246",,"http://vocab.getty.edu/tgn/1000063","51.2119755977","4.45005101965"
"2623","K247a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K247a","Sint Anneke","K 247a",,"http://vocab.getty.edu/tgn/1000063","51.2223398029","4.38530627825"
"2624","K247p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K247p","Burcht","K 247",,"http://vocab.getty.edu/tgn/1000063","51.2046036958","4.35245205349"
